id,url_legal,license,excerpt,target,standard_error
bb1550abb,https://www.africanstorybook.org/#,CC BY 4.0,"Abula stole his mother's money to buy sweets. Even when she hid her money, he found it and took it. After eating all his sweets, Abula would play with his friends. After a while, Abula stopped going to school. He stayed out playing the whole day, only returning home in the evening. Abula's mother noticed this and became worried. ""Our son is not behaving well. I do not think he is attending school. He is also stealing money from me,"" said Abula's mother. He said to his wife, ""Next time, hide the money within the pages of a book. He never even opens a book, so the money will be safe there."" The next day, Abula looked for his mother's money. He searched everywhere but he did not find anything. He decided to go to the nearest market to find some money.",1.088497136,0.540923978
e5ed9fe10,https://simple.wikipedia.org/wiki/Adobe_Flash,CC BY-SA 3.0 and GFDL,"Adobe Flash (formerly Macromedia Flash) is a rich internet application distributed by Adobe Systems. Adobe Flash and Adobe Flash Player are used to create and view animated content that can be placed on web pages. Adobe Flash is used commonly on the Internet by web browsers.
Flash was created by FutureWave (a multimedia company) in 1995. Then it was called ""FutureSplash Animator"" (this was in fact Flash 1.0). FutureWave along with Flash were soon bought by Macromedia around 1997, who in December 2005 was again bought by Adobe Systems. From Flash version 2 to 8 it was called ""Macromedia Flash"", now it is called ""Adobe Flash"". In 2012, Adobe discontinued the Solaris version of Flash Player, and made the Linux version only for Google Chrome. The Linux version for Firefox will continue to receive security updates. The Android version was removed from Google Play, but it can still be downloaded from the Adobe website. The Android version is not officially supported on Android beyond 4.0, but it has been reported to work with versions 4.1 and 4.2.",-2.451886841,0.534898074
f19ad54ad,https://kids.frontiersin.org/article/10.3389/frym.2018.00034,CC BY 4.0,"Gaining weight in pregnancy is important for the health of the mother and child. However, after having a baby, if a mother keeps the extra weight she gained during pregnancy, this can be harmful to her long-term health. This study tested whether an Internet weight-loss program could help mothers to lose weight after having a baby. We worked with WIC, which is a program that gives low-income families food and support. Half of the women in the study received regular WIC and half received WIC plus an Internet weight-loss program. We found that the Internet program helped mothers lose five more pounds than regular WIC, and it also helped more mothers get back to the weight that they were before pregnancy. WIC serves half of all US mothers; the Internet weight-loss program in WIC could help many women get closer to the weight they were before pregnancy and avoid weight-related diseases later in life.",0.021459600,0.518809676
dd84feace,https://kids.frontiersin.org/article/10.3389/frym.2018.00005,CC BY 4.0,"Importantly, symmetry breaking not only plays a role in the way a group of individuals eats a pizza, but it also determines the patterns of behavior individuals show when they perform all kinds of tasks. For example, when two individuals are walking directly toward each other on a sidewalk, the person who moves to the left or right first defines the direction of movement for the second person. This is something that most of us have experienced in everyday life. Of course, most of us have also experienced what happens if the symmetry is not broken: an awkward back-and-forth dance as you and the approaching walker rapidly move left and right at the same time. In this situation, as in most cases of social (and individual) behavior, symmetry breaking is very important for effective organization of behavior and performance; symmetry breaking defines how individuals move together in harmony. So, understanding how symmetry breaking influences human behavior and social interactions provides deep insights into how groups of individuals share an environmental space together (such as a crosswalk, a workspace or a playground).",-1.090008478,0.455999752
28a8769f2,https://kids.frontiersin.org/article/10.3389/frym.2018.00006,CC BY 4.0,"The air we breathe is composed of lots of different chemical components. Some of these components are pollutants that are harmful to human health. Air pollutants come from a variety of different sources, including power plants, factories, agriculture, and transportation. Transportation vehicles are powered by combustion of fossil fuels, such as gasoline or diesel, to move from one place to another, and combustion of these fuels results in the release of gases and very small particles. These substances are known as ""pollution emissions."" Different types of transportation can emit different amounts of air pollutants, which have an impact on local and regional air quality. Both trucks and trains are used to transport freight in the United States. Understanding how freight trucks and trains impact air quality is useful to learn ways to reduce pollution that is harmful to human health.",0.129346895,0.463062701
eaba0ffae,https://www.africanstorybook.org/,CC BY 4.0,"In a particular year, the dry season was too long, and a drought hit hard. As a result, all the rivers dried up, except the River of Blessings. 
All the animals were thirsty and called for a meeting. 
Camel was the first to speak, ""As you know, we are very thirsty and all the rivers have dried up, except the River of Blessings. But it is very far away. What do we do?"" 
Horse suggested, ""Some of us can go to the River of Blessings. We can drink and bring water for the others."" 
Cow answered, ""It is too far. By the time we returned from the river those left behind would be dead."" 
Sheep said, ""Maa! Maaa! I will go to the River of Blessings and drink water."" 
Goat jumped up and said, ""Meee, meee! I will also go to the River of Blessings."" 
Chicken said, ""Keer, ker ker ker! I too will go to the River of Blessings. 
All the animals wanted to go. Camel led the way. 
Going there was not easy. Guinea fowl was last in the line. ""My friends, I can no longer go to the River of Blessings,"" he said.",-0.465615248,0.461815974
7627933b2,https://kids.frontiersin.org/article/10.3389/frym.2018.00047,CC BY 4.0,"As a result, Amazonia and its big rivers act like water vapor bombs, which put water into the atmosphere and form a dense layer of clouds that contain large amounts of water. These clouds flow with the winds, forming incredible flying rivers. Because of the high temperatures in Amazonia and the large amount of rain that falls around the equator, Amazonia has this massive power to exchange water between the forest and the atmosphere. The 4,000-m high Andean cordillera at the west of the South American continent acts as a barrier to winds and clouds coming across the continent and from the Atlantic Ocean. The result is a massive amount of rainfall on the areas of central, eastern, and southern Brazil and its neighboring countries. This river of clouds transports billions of liters of water in vapor form each year, which is almost equal to the amount of water flowing from the Amazon River itself into the ocean each year. So, these rivers in the sky change the climate of the continent and, eventually, that of the whole world.",-1.527416846,0.462870498
ca8926fe5,https://kids.frontiersin.org/article/10.3389/frym.2018.00039,CC BY 4.0,"When we go to an art gallery, there are usually details about the artworks written on labels on the walls. These labels have been specially prepared by experts to give us their opinions about the art objects. We thought that most people believe what is written on those labels, and we wanted to understand how powerful these opinions could be. So, we put people into a brain scanner to measure their brain responses while they received different opinions about the same pictures. For this research, we used portrait paintings by the famous Dutch artist Rembrandt. Sometimes, we told our viewers that the portrait was a genuine Rembrandt and sometimes we told them the portrait was a fake. When we analyzed the brain responses, the most interesting responses were found when people were told that the paintings were fake. Two parts of the brain, one involved in strategic planning (called the frontopolar cortex) and one involved in vision (called the occipital cortex), seemed to work together when people thought the paintings were fake.",-0.610551119,0.478933652
e4c6bc97a,https://kids.frontiersin.org/article/10.3389/frym.2018.00037,CC BY 4.0,"Inside every cell of our bodies is a long, thin molecule called DNA. DNA is your own personal instruction manual and it tells your body everything it needs to know! DNA determines your eye color, skin tone, how tall you are, and even whether your muscles are better at sprinting or running a marathon. Just like a real instruction manual, the instructions in DNA are written in a series of letters. In DNA, there are just four letters–A, T, G, and C. These letters are combined to spell out the instruction for proteins. Proteins are the building blocks of cells. Your brain, heart, and all other organs are made of lots of different proteins. The DNA letters needed to make one protein are referred to as a ""gene."" Can you guess how many genes a human being has?
Over 20,000!",0.523230157,0.485005510
b6a8c1b6d,https://simple.wikipedia.org/wiki/Antenna,CC BY-SA 3.0 and GFDL,"An antenna or aerial is a metal device made to send or receive radio waves. Many electronic devices like radio, television, radar, wireless LAN, cell phone, and GPS need antennas to do their job. Antennas work both in air and outer space.
The word 'antenna' is from Guglielmo Marconi's test with wireless equipment in 1895. For the test, He used a 2.5 meters long pole antenna with a tent pole called ' l'antenna centrale ' in Italian. So, his antenna was simply called ' l'antenna '. After that, the word 'antenna' became popular among people and had the meaning it has today. The plural of antenna is either antennas or antennae (U.S. and Canada tend to use antennas more than other places).
Each one is made to work for a specific frequency range. The antenna's length or size usually depends on the wavelength (1/frequency) it uses.",-0.928660451,0.462219894
5c0dd7800,https://kids.frontiersin.org/article/10.3389/frym.2018.00046,CC BY 4.0,"You have probably realized that languages change over time. They change slowly and subtly, but you may have noticed some of these changes. Your parents may use some old-fashioned words that you and your friends would never use. For example, if you want to say that something is really good, you may say dope or phat. Instead, your parents may say awesome or wicked … and your grandparents, groovy or hip! However, it is not only the vocabulary that changes over time. All aspects of a language, from sounds, to grammar, to how words and sentences are used during conversation, change with time. Have you ever read the original version of any of Shakespeare's plays? If you have, you will have found many strange words and phrases. For instance, in Act 2, Scene 2 from Romeo and Juliet, Romeo praises Juliet's beauty by saying: ""But wait, what's that light in the window over there? It is the east, and Juliet is the sun."" However, what Shakespeare actually wrote (and what people from that period would have said) was: ""But soft! What light through yonder window breaks? It is the east, and Juliet is the sun.""",0.171552794,0.480881776
989afe6bf,https://kids.frontiersin.org/article/10.3389/frym.2018.00068,CC BY 4.0,"What we wanted to understand by our experiments was how the different patterns on the two wing surfaces are created. But, before we go there, let us talk about how wings and their patterns develop in butterflies and what we currently know about this process. Butterflies, along with beetles, flies, moths, and wasps, fall into the category of holometabolous insects. This means that butterflies go through a complete metamorphosis, which is the transition from a larval, grub-like animal to an adult animal with wings, large slender legs, and big eyes. Butterflies have four different life stages during development. These are the embryonic stage (which takes place inside the egg), the larval (or caterpillar) stage, the pupal stage, and the adult stage. Eggs are laid on the leaves of specific plants and the caterpillars that hatch from the eggs eat these leaves until they enter the pupal stage. The pupal stage is when most of the larval body tissues are dissolved and re-formed to create the adult butterfly that finally emerges. The wings of butterflies are formed from a group of cells that are set aside during the embryonic stage, in the form of imaginal discs.",-0.902859765,0.485397972
cce06a110,https://www.commonlit.org/texts/the-value-of-being-confused,CC BY-NC-SA 2.0,"Confusion isn't just an important step to learning in school, it's also important for learning who you are. Psychologists call that sense of who you are identity. Your identity can involve being part of groups like race, gender, subcultures. Identity is also made up of your values and goals. People figure out their identity in two steps. The first step is exploration, where you try out different groups and values and see what fits. The next step is commitment, when you decide firmly about some parts of your identity. Exploring your identity can feel very confusing. You might be afraid that people will judge you for going through different phases or not committing to a group. But phases are completely natural. A study published in the International Journal of Behavioral Development found that people who do the most exploring about who they are have better outcomes such as higher self-esteem later in life. Confusion gives us the space to try new things and be creative. Allowing ourselves to be confused and ask questions leads to deeper understanding, more learning, and higher self-confidence. So, try not to be embarrassed when you're confused about something.",-0.528970635,0.499277298
03b1a6ff7,https://en.wikipedia.org/wiki/Big_memory,CC BY-SA 3.0,"Big memory is a software and hardware approach that facilitates storing/retrieval/processing of large data sets (terabytes and higher). The term is akin to big data and in some instances is a form of big data processing architecture implemented in memory rather than in disks/storage. Different caches are one of the usage of the big memory.
The computer memory, namely RAM, works orders of magnitude faster than hard drives or even solid state drives, which is usually due to higher raw data throughput from tighter coupling of CPU and RAM chips (wider bus, CPU and RAM are usually installed on the same motherboard).
Locality of reference is another important characteristic for caches and fast access.
The price of the computer memory chips has significantly declined since the late 2000s, as of 2015 it is affordable to have 256 gigabytes of RAM on a server.
Currently, not many vendors have solid software big memory solutions while there are plentiful hardware options (i.e. cheap RAM planks). Terracotta has developed an ""in-memory data management suite""",-2.134297951,0.494617341
ee2fcc78b,https://simple.wikipedia.org/wiki/Capacitor,CC BY-SA 3.0 and GFDL,"A capacitor (also called condenser, which is the older term) is an electronic device that stores electric energy. It is similar to a battery, but is smaller, lightweight and charges up much quicker. Capacitors are used in many electronic devices today and can be made out of many different types of material. The Leyden jar was one of the first capacitors invented.
Capacitors are usually made with two metal plates that are on top of each other and near each other, but that do not actually touch. When powered, they allow energy to be stored inside an electrical field. Because the plates need a lot of area to store even a small amount of charge, the plates are usually rolled up into some other shape, such as a cylinder. Sometimes, other shapes of capacitors are used for special purposes. A capacitor-like effect can also result just from two conductors being close to each other, whether you want it to exist or not.",-0.597031199,0.484687244
a666c1db9,https://simple.wikipedia.org/wiki/Capitalism,CC BY-SA 3.0 and GFDL,"In capitalism, people may sell or lend their property, and other people may buy or borrow it. If one person wants to buy, and another person wants to sell to them, they do not need to get permission from higher power. People can have a market (buying and selling with each other) without anyone else telling them to. People who own capital are sometimes called capitalists (people who support capitalism are called capitalists, too). They can hire anyone who wants to work in their factories, shops or lands for them for the pay they offer.
The word capital can be used to mean things that produce more things or money. For example, lands, factories, shops, tools and machines are capital. If someone has money that can be invested, that money is capital too.
In capitalist systems, many people are workers (or proletarians). They are employed to earn money for living. People can choose to work for anyone who will hire them in a free market.",0.231689064,0.517092653
83f9c17b9,https://kids.frontiersin.org/article/10.3389/frym.2018.00050,CC BY 4.0,"Could you imagine eating the same food for your whole life? How boring! Now imagine if that one food were poisonous? Yuck! Koalas do exactly that; they eat the leaves of a tree called Eucalyptus every day. Eucalyptus trees have poisons in their leaves that prevent most animals from eating them, but not koalas! Now that is a cool characteristic of a superhero! But how can they survive on nothing but poisonous leaves? Well, it turns out there are special microbes in the tummies of koalas that work really hard to break down the poisonous parts of the leaves into smaller pieces that cannot hurt the koala. Most of the microbes in the koala's tummy are just hanging out, a good example of commensalism. This means that these microbes are not helping break down the poisons, but they are not hurting the koalas either. One microbe that can break down the leaves, Lonepinella koalarum, is an important poison-fighting sidekick and forms a mutualism with koalas. Scientists are still learning about these microbes that serve as sidekicks to their koala superheroes.",0.779653259,0.540425223
c4569ce1b,https://kids.frontiersin.org/article/10.3389/frym.2018.00026,CC BY 4.0,"Sofia told us about her own experience with the memory game. However, not everyone is the same, and we cannot be sure the game will work for someone else. Therefore, it is important to test the game with a large group of people. This is called using a large sample size. A sample is the scientific word for the group included in the study—because it is a sample of the population. Although we cannot ask every person in the world to take part in the study, using a large sample size helps us make sure that the results we find are true for more than just one person. If our sample is large enough it will be a good example of the whole population. If the brain-training game helps many people in the group to get better at remembering, we can be more sure the game will work for people in general. Also, using a large sample size means that any result that we find is more likely to be a real, true result; if the study is only done with one person, it could just be a coincidence that the training worked for them.",-0.544475948,0.489110259
298ce4b53,https://kids.frontiersin.org/article/10.3389/frym.2018.00027,CC BY 4.0,"Neurons are cells contained within the brain and spinal cord that specialize in communicating information within the body. Neurons are important for many things including moving, breathing, thinking, and feeling pain. If these cells are injured due to an accident, for example, the body can no longer perform some of these important functions. As a result, a person can become disabled in some way. To help patients with injuries to their brains or spinal cords, scientists and doctors may be able to replace damaged neurons by transplanting new cells into the injured person. By using new cells to replace the neurons lost from injury, it is possible that patients will recover some of their lost abilities, such as moving. Scientists think that stem cells are the ideal cell type to transplant into injured patients, because stem cells can multiply and change into the different cell types needed to repair the injury. The stem cells that researchers transplant can be made in the lab from skin cells and blood cells. Skin and blood cells can both be obtained using a needle.",-0.552166718,0.482610713
85c3fe33d,https://freekidsbooks.org/wp-content/uploads/2020/05/CKHG_G6_U5_Industrial_Revolution_SR.pdf,CC BY 4.0,"As the Industrial Revolution gained speed, factories sprang up in one city after another. These factories drew many workers from the countryside to the cities. Thousands of people who had lived according to the age-old rhythms of planting and harvesting began to live according to the new rhythms of the modern factory. By the late 1800s, the Industrial Revolution had spread beyond Great Britain. It had spread across the body of water called the English Channel to Europe and across the Atlantic Ocean to the United States. It had also begun to enter a new phase of development. Great Britain had taken the lead during the first phase of the Industrial Revolution, which featured steam power, coal, and cotton manufacturing. During the second phase, which featured steel, electricity, oil, and gas, the United States took the lead. Like most great changes in human history, the Industrial Revolution has had positive and negative results. Generally speaking, the Industrial Revolution improved the lives of millions by making a great variety of goods more affordable and more widely available. Most importantly though, the Industrial Revolution provided new kinds of employment opportunities for people. But industrialization has also had less desirable consequences.",-0.589643764,0.461594724
45564f878,https://kids.frontiersin.org/article/10.3389/frym.2018.00063,CC BY 4.0,"Our ears are complex anatomical structures that are separated into three main parts, called the outer ear, middle ear, and inner ear. The outer ear is the only visible part of the ear and is primarily used for funneling sound from the environment into the ear canal. From there, sound travels into the middle ear, where it vibrates the eardrum and three tiny bones, called the ossicles, that transmit sound energy to the inner ear. The energy continues to travel to the inner ear, where it is received by the cochlea. The cochlea is a structure within the ear that is shaped like a snail shell, and it contains the Organ of Corti, where sensory ""hair cells"" are present that can sense the sound energy. When the cochlea receives the sound, it amplifies the signal detected by these hair cells and transmits the signal through the auditory nerve to the brain. 
While the ears are responsible for receiving sound from the environment, it is the brain that perceives and makes sense of these sounds. The auditory cortex of the brain is located within a region called the temporal lobe and is specialized for processing and interpreting sounds.",-0.650322956,0.474291143
6c603c6dc,https://www.africanstorybook.org/,CC BY 4.0,"One million years ago, a soccer gem was formed. When it was discovered, people fought to possess this powerful jewel. During the first soccer world war the gem was lost. No one knew what happened to it. Many years passed. The soccer gem would only be found when the greatest soccer star was born. Not long ago, there was a boy named David. He was from a poor family. Before David's father died, he gave the soccer gem to his son. At first, the boy didn't know the power of the jewel. He was a teenager when he first used the gem to play soccer. David hadn't gone to school. But with the gem's power, he won every single match he played with his friends. He realized that he could make money for his family from playing soccer. He would open a shop for his mother and send his brother and sisters to school. David became the best professional soccer player that anyone had seen. It was even said that he was from another world! The soccer star who will never be forgotten!",-0.291865363,0.470104464
e36cf4569,https://simple.wikipedia.org/wiki/Digital_Object_Identifier,CC BY-SA 3.0 and GFDL,"A Digital Object Identifier (or DOI) is a permanent way to identify an online document. This identification is not related to its current location.
A typical use of a DOI is to give a scientific paper or article a unique number that can be used by anyone find the location of the paper. It may also make it possible to find an electronic copy, for example, on the Internet. The DOI system has a DOI resolution system which is used to locate where the document is. When the document is moved, the DOI resolution system is updated with the new location of the document.
For example, doi:10.1016/j.iheduc.2008.03.001 links to ""Web 2.0 authorship: Issues of Referencing and citation for academic integrity"" by Kathleen Gray et al. The work was published in The Internet and Higher Education, Vol. 11, Issue 2, 2008.",-2.023888916,0.464153587
124de178b,https://simple.wikipedia.org/wiki/Dormancy,CC BY-SA 3.0 and GFDL,"Dormancy is a period in an organism's life cycle when growth, development, and (in animals) physical activity are temporarily stopped. This minimizes metabolic activity and therefore helps an organism to conserve energy. Dormancy tends to be closely associated with environmental conditions. Organisms can synchronize entry to a dormant phase with their environment through predictive or consequential means.
Predictive dormancy occurs when an organism enters a dormant phase before the onset of adverse conditions. For example, day length and decreasing temperature are used by many plants as triggers to start dormancy before the onset of winter. Consequential dormancy occurs when organisms enter a dormant phase after adverse conditions arise. This is often found in areas with an unpredictable climate. Sudden changes in conditions may lead to a high mortality rate among animals relying on consequential dormancy. On the other hand, its use can be advantageous, as organisms remain active longer and are able to make greater use of available resources.",-1.239133707,0.460936772
9e7ada519,https://kids.frontiersin.org/article/10.3389/frym.2018.00001,CC BY 4.0,"Bamboos, unlike other grasses, mostly live in association with forests. Two different types of bamboos are recognized: the thick, hard ""woody"" bamboos, reaching up to 40 m tall, and the softer-stemmed ""herbaceous"" bamboos, rarely reaching more than 1 m tall. Worldwide, over 1,650 bamboo species are known, and although many people think of bamboos as Asian, 530 species (about one-third of total bamboo diversity) are native to the Western hemisphere. With the exception of Canada, every country in the Americas has a least one bamboo species—even the USA has three. In this article, we will focus on the Mexican bamboo species. Mexico has 56 of the 530 bamboo species, of which 52 are woody bamboos and 4 are herbaceous bamboos. A total of 24 Mexican bamboo species live in the cloud forest, so this type of vegetation is very important for the bamboos of Mexico. Among those 56 species, 36 are found only in Mexico, which means they are endemic. Native bamboos in Mexico were used long before Spanish conquerors arrived and are still used today.",-0.857251547,0.458450058
d2556a097,https://www.africanstorybook.org/#,CC BY 4.0,"Goat, Dog and Cow were great friends. One day they went on a journey in a taxi. They reached the end of their journey. The driver asked them to pay their fares. Cow paid her fare. Dog paid extra, because he did not have the correct money. The driver was about to give Dog his change. Suddenly Goat ran away without paying. The driver was very annoyed. He drove away without giving Dog his change. That is why, even today, Dog runs towards a car to peep inside. He is looking for the driver who owes him change. Goat runs away from the sound of a car. She is afraid she will be arrested for not paying her fare. Cow is not bothered by cars. Cow takes her time crossing the road. She knows she paid her fare in full.",0.810874254,0.526752777
614acf47c,https://www.africanstorybook.org/,CC BY 4.0,"At this point, Hyena burst into laughter and began rolling on the ground. She said, ""That is a striking truth!"" Goat took advantage of this and ran, back towards his village. Hyena ran after Goat and soon caught up with him. ""Give me another truth, quickly!"" she ordered. Goat said, ""The second truth is, if I go back to the village and tell them that I met you, but you didn't eat me, nobody will believe it."" Again, Hyena began to roll on the ground with laughter. She said, ""That is truth!"" For the second time, Goat ran and got closer to the village. Very soon, Hyena caught up with Goat again. ""There is still one more truth left unsaid!"" Hyena shouted. Goat said, ""The third truth is, if you keep joking around like this, it means that you are not really hungry!"" Hyena laughed until she cried, rolling on the ground. ""That is very true!"" she giggled. Goat continued running towards his village. By the time Hyena caught up, Goat had already reached the village square. That is how He Goat saved his life.",-0.563904647,0.451045562
9c82627a0,https://www.africanstorybook.org/#,CC BY 4.0,"They invited all the animals to come and watch the race. Chameleon and Rabbit lined up and waited for the signal. As the race began, Chameleon jumped onto Rabbit's tail. The animals laughed and laughed. Rabbit did not realize that Chameleon was on his tail. Hearing the noise, Rabbit skidded to a stop. Chameleon jumped off Rabbit's tail. ""Hey, watch where you're going! It's about time you got here,"" Chameleon shouted at Rabbit. Rabbit was amazed. He started running again. He did not know that Chameleon had once again jumped onto his tail. As Rabbit approached the finish line, the animals saw that Chameleon was still on Rabbit's tail. They clapped and laughed. Rabbit heard the noise and thought that Chameleon had already arrived ahead of him. When they arrived at the finish line, Chameleon jumped off Rabbit's tail. ""Don't step on me! I got here first!"" Chameleon shouted at Rabbit.",0.946567567,0.517911357
24e00a515,https://simple.wikipedia.org/wiki/Inkpad,CC BY-SA 3.0 and GFDL,"An inkpad is a small box which contains a pad of cloth or other material. It is impregnated with ink (the pad is inky). A marker is pressed onto the pad, then onto paper. Any raised marks on the pad leave an impression in ink on the paper.
Ink pads are used with rubber stamps. On the stamp is the symbol of an organization, for example. After a form has been passed by an official, it is stamped to show it is authentic. Another variation is a date stamp, placed on all letters which arrive in the building. Another version is a stamp with a facsimile (copy) of an official's signature. Using this, staff can send out letters when the official is not present. Rubber stamps and ink pads have been used for at least a hundred years by civil servants and businesses. They are still in use in many countries but are gradually being replaced with other systems.",0.627618676,0.520606534
c89fe1521,https://simple.wikipedia.org/wiki/Irrigation,CC BY-SA 3.0 and GFDL,"Irrigation is when people add water to plants, to help them grow when there is not enough rain. Irrigation water can be pumped from rivers, natural lakes or lakes created by dams, from wells or allowed to flow to the fields by the force of gravity along pipes or open canals.
Irrigation water can be applied to the plants from above by sprinklers that throw water out under pressure, or from watering cans. In sprinkler irrigation, water is moved through pipes to sprinklers scattered around and within the field. Center pivot irrigation is a type of sprinkler irrigation. In drip irrigation water is brought to the plants via pipes having small holes or special emitters spaced along the pipe.
Surface methods allow water to flow onto the soil surface from canals or pipes. Traditional methods allow water to flow over the entire surface of the field, but drip irrigation allows water to be directed to the roots of each plant and much less water is lost by soaking into the ground.",-0.699299571,0.475693900
0b405c725,https://simple.wikipedia.org/wiki/Jacobitism,CC BY-SA 3.0 and GFDL,"Jacobitism was (and, to a much smaller extent, is) the political movement that tried to put the Stuart kings back onto the thrones of England, Scotland, and Kingdom of Ireland. The movement took its name from the Latin form Jacobus of the name of King James II and VII.
Jacobitism began after the deposition of James II and VII in 1688. He was replaced by his daughter Mary II jointly with her husband and first cousin William of Orange. The Stuarts lived on the European mainland after that, sometimes trying to get back the throne with the help of France or Spain. The most important places of Jacobitism were Ireland and Scotland, especially the Scottish Highlands. In England, Jacobitism was strongest in the north, and some support was also in Wales.
A great number of Catholic people liked Jacobitism. They hoped the Stuarts would end bad laws. Lots of different helped the military campaigns for all sorts of reasons. In Scotland the Jacobite cause became a lasting romantic memory.",-1.725606079,0.484262761
b3769fbe0,https://kids.frontiersin.org/article/10.3389/frym.2018.00035,CC BY 4.0,"Ticks ingest the host's blood, and in the blood, there are cells that contain the disease-causing microbes. We call them infected cells. Once the infected cells are ingested, their first stop will be the tick's guts, which function as the tick's stomach, where these microbes start their journey through the tick's body. Depending on the disease-causing microbe, they can stay in the guts shorter or longer periods of time, for example, for only a few hours, for days, or for weeks. From the guts, the microbes travel through the gut wall to go for a swim in a liquid called haemolymph, a fluid that circulates inside of the tick's body. This liquid is rich in ""little soldiers,"" the cells of the tick's immune system, which are constantly patrolling and preventing invaders from harming the tick.",0.034710132,0.489665913
bacdd6a73,https://www.africanstorybook.org/,CC BY 4.0,"Once upon a time, there lived a prince who had no name from birth. He was the only child of King Dunoma, who wanted a successor. He was born after several years of waiting. 
When he was born, the king was so happy that he decided to keep his son's name a secret until he grew up. Then, any girl who knew the name would become the prince's wife. 
When the prince was old enough to marry, the king ordered the town crier to make an announcement. 
""This is a contest for young women throughout the kingdom! Say the prince's name and become his wife!"" announced the town crier. 
The girls devoted the remaining days to preparation. They plaited their hair and trimmed their nails. They decorated their hands and feet with henna and went to the tailor for new dresses. 
Some even visited the marabout for prayers and good luck. The impatient among them visited the diviners to tell them about their fate. 
On the appointed day, all roads led to the king's palace. The prince and his father, accompanied by the palace guards, arrived at the assembly ground first.",0.642449351,0.500603258
f113e6d15,https://kids.frontiersin.org/article/10.3389/frym.2018.00016,CC BY 4.0,"As fruit-bearing plants grow, the fruits accumulate water and nutrients from the plant, and they use these nutrients to create their flesh and seeds. Most growing fruits initially provide protection to the developing seeds. At this stage, fruits are generally hard and unattractive to predators—including us! After seed development and fruit growth, the properties of the fruit change to make the fruit more attractive to potential consumers, such as animals, birds, and humans. These changes include the most common ways by which we judge whether a fruit is ripe or not, including external features, such as softness to the touch, and internal features, such as sweetness. Fruits also change color as they ripen. This happens because of the breakdown of a green pigment called chlorophyll, along with the creation and accumulation of other pigments responsible for red, purple, or blue hues (anthocyanin), or bright red, yellow, and orange hues (carotenoids), to name a few.",-0.618987302,0.457412099
6c2e05a3e,https://kids.frontiersin.org/article/10.3389/frym.2018.00033,CC BY 4.0,"Trees are a lot like people: they experience stress and they get infected with bugs or diseases and they can be attacked by fire, windstorms, floods, and droughts. We call these things that attack or infect trees disturbances. Trees are not like people, because they cannot go to the doctor to get better and they cannot move away from whatever is disturbing them. This last part is very important because it means that, in order for trees to have existed for hundreds of millions of years, they must have had the ability to cope with disturbances without a doctor. As you may imagine, different kinds of trees have evolved different ways to deal with certain disturbances. This is what we have learned from our research in an area called the Pine Barrens of New Jersey on the East Coast of the United States.",1.040517007,0.575830948
848d00314,https://kids.frontiersin.org/article/10.3389/frym.2018.00004,CC BY 4.0,"Every living thing needs food, also known as nutrients. In nature, living things are connected through food webs. Food webs show us how animals and plants are related through feeding relationships, like birds eating fish. But how do nutrients get returned back into the food web? The answer is bacteria! Bacteria are impossible to see with the naked eye. But they are found almost everywhere in the world and are very important for recycling nutrients within habitats, like a river. Scientists use the DNA of bacteria to figure out which bacterial species are present and how these different bacterial species recycle nutrients in a river. Knowing which species are present helps scientists to use bacteria to monitor changes in river habitats. These changes might include the amount of food that is available for larger animals. Bacteria are considered to be the base, or foundation, of the food web, and paying attention to early changes in bacteria may allow us to prevent more extreme changes from causing problems later on for larger creatures.",-0.062845458,0.479056854
cfa18ebad,https://www.africanstorybook.org/#,CC BY 4.0,"Every day after school, Abebe went to the field to help his father. Next to the teff field was a football field. One afternoon while Abebe was chasing birds, four English boys came to play soccer. The boys began to play. The ball bounced up and landed in the teff field. The ball damaged some teff. One of the boys ran into the field to get the ball, and he damaged more teff! They continued to play. The ball bounced and landed on the crop again and again. The boys kept running into the field to fetch the ball. Each time they damaged some of the teff. Abebe and his father became more and more angry about the destruction of their crop. Neither Abebe nor his father could speak English. They didn't know how to say to the boys, ""Don't come into this field. Stop damaging our crops!"" The English boys didn't know any other language except English. Abebe's father said, ""Son, use what you have learned in school. Tell them to stop kicking the ball into our field!""",0.864139320,0.517035779
c7be17d70,https://kids.frontiersin.org/article/10.3389/frym.2018.00054,CC BY 4.0,"People feel socially connected when they feel comfortable, confident, and like they belong with not only their family and friends, but the community. If people are struggling to feel socially connected, then they may feel unable to relate to the people around them, and they may struggle to make friends or to understand their role in the world and feel all alone because of this. Feeling all alone can then lead to a number of other problems, such as low self-esteem, not trusting other people, and just feeling lonely and as though they do not belong. Imagine, what would happen if a person who is already feeling these things is also cyberbullied? Such a person might feel like there is no one to turn to.
Since everybody is different, people may feel this sense of connection and belonging in different ways. Some young people may feel really connected to their schools, whether it be through groups that they are a part of or because of particular teacher.",0.918885563,0.531574255
