ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
183,24,0,135,95133,1,1.5,1,0,0,0,0,1,0
496,25,0,44,94545,4,0.6,2,0,0,0,0,1,1
4853,38,12,33,94708,4,1.5,3,0,0,1,0,0,1
2134,39,15,41,95035,1,2.0,2,176,0,0,0,1,0
3177,48,24,14,91330,3,0.4,1,0,0,0,0,1,0
2765,31,5,84,91320,1,2.9,3,105,0,0,0,0,1
2664,54,28,78,91311,4,4.9,1,0,0,0,0,0,0
2411,29,4,130,92630,2,6.7,1,0,0,0,0,0,1
4994,45,21,218,91801,2,6.67,1,0,0,0,0,1,0
3357,49,23,115,95051,3,4.6,3,0,1,0,0,0,0
2069,61,37,13,90024,2,0.3,3,0,0,0,0,1,0
1249,44,19,35,94305,4,0.0,2,0,0,0,0,1,0
2998,57,33,80,95053,4,1.6,2,0,0,0,0,0,0
2822,57,32,31,94143,3,0.1,2,0,0,0,0,1,0
4309,44,20,132,94115,3,2.6,1,308,1,0,0,0,0
1391,29,3,80,94305,4,1.8,2,0,0,0,0,1,1
3302,48,22,59,90086,4,2.6,1,0,0,0,0,1,1
2689,56,30,34,94542,2,0.7,2,0,0,0,0,1,0
2545,58,34,90,95039,1,3.6,2,0,1,0,0,0,0
4172,58,31,49,94521,4,2.5,2,0,0,0,0,1,0
4032,42,18,29,91320,1,0.3,3,0,0,0,0,1,0
4943,52,26,109,94710,1,2.4,1,308,0,0,1,1,1
4382,33,8,39,94542,4,0.8,1,0,0,0,0,1,0
982,36,12,142,90064,3,2.3,2,0,1,0,1,1,1
1089,59,35,95,95521,1,3.8,1,0,0,0,0,1,1
1476,44,19,78,92064,2,3.8,3,268,0,0,0,0,0
918,45,20,200,90405,2,8.8,1,0,0,0,0,1,1
2562,31,5,180,94720,1,2.9,3,144,1,1,0,0,0
4096,42,17,59,94105,4,0.4,1,0,0,0,0,1,0
4319,49,23,75,92374,1,1.5,2,0,0,0,0,0,1
4619,35,9,29,95354,3,0.9,1,126,0,0,0,1,0
2506,33,7,43,96064,4,0.8,1,0,0,0,0,0,0
3353,34,4,19,92521,1,0.67,3,83,0,0,0,1,0
2548,38,13,15,90245,2,0.1,2,90,0,0,0,1,0
3310,52,27,43,94611,4,0.2,2,0,0,0,0,1,0
1829,30,4,25,92123,2,0.3,2,0,0,0,0,0,0
1519,43,17,64,95053,4,3.0,3,221,1,0,0,1,0
1886,31,6,19,96001,4,1.1,3,104,0,0,1,1,1
3327,53,27,174,91006,1,2.9,2,0,1,0,0,1,0
2539,37,12,175,92037,2,7.8,1,297,0,0,0,1,1
331,54,30,78,92374,4,1.0,2,0,0,0,0,1,0
3634,51,25,93,90048,1,0.3,1,0,0,0,0,1,0
2322,41,15,39,91380,3,0.5,3,0,0,0,0,0,0
301,34,9,70,92843,4,1.3,1,0,0,1,0,0,0
1306,32,6,28,94025,2,0.3,2,88,0,0,0,1,0
3179,46,21,71,95814,4,1.9,3,0,0,0,0,0,0
1407,53,23,20,92123,4,0.4,3,0,0,0,0,1,1
2479,30,5,178,94063,2,6.7,1,0,0,0,0,0,0
190,55,29,112,94043,2,1.4,1,0,0,0,0,1,0
3461,63,37,84,92691,4,2.4,3,0,0,0,0,1,1
2043,41,17,121,94102,1,0.3,1,0,0,0,0,1,0
4272,25,1,150,92507,1,6.33,1,0,0,0,0,0,0
154,60,36,22,94551,2,1.0,1,0,0,1,1,1,1
179,53,29,24,95818,4,0.2,1,0,0,0,0,1,1
3664,26,2,60,94111,4,1.6,1,0,0,0,1,1,1
4690,51,27,43,95053,4,1.1,2,164,0,0,0,1,1
3959,59,34,23,90009,4,0.4,2,78,0,0,0,0,0
1938,51,25,181,95051,1,3.3,3,589,1,1,1,1,0
3883,31,7,43,92646,1,2.1,3,166,0,0,0,0,1
721,58,32,38,94025,1,2.2,3,0,0,0,0,0,0
4949,44,20,43,95032,1,0.7,1,0,0,0,0,0,1
3479,31,6,133,95747,1,1.5,3,0,1,0,0,0,0
160,61,35,41,94545,4,1.7,2,0,0,1,0,1,0
4592,43,16,44,94577,3,1.0,2,0,0,0,0,1,0
1612,58,32,75,92096,2,2.3,3,0,0,0,0,0,0
797,30,6,82,93657,2,2.5,1,0,0,0,0,0,0
2517,28,3,74,94720,3,2.6,3,0,0,0,0,0,0
2959,66,41,65,92612,3,2.4,1,0,0,0,0,0,0
1809,55,31,50,93010,4,1.5,1,0,0,0,0,1,0
2351,52,28,22,91711,2,0.4,1,0,0,0,0,1,1
3735,43,19,72,95193,4,0.2,3,0,0,0,0,1,0
2107,62,38,132,90210,1,2.9,1,0,0,0,0,0,0
97,41,15,80,95014,1,5.2,1,0,0,0,0,0,0
3058,42,18,45,95616,1,0.7,1,0,0,1,0,1,0
4056,42,18,65,93460,3,2.1,3,0,0,0,0,1,1
2056,49,23,25,90274,1,1.4,3,0,0,0,0,1,0
3248,44,20,113,95032,2,3.3,1,0,0,0,0,1,1
2425,38,12,89,94583,4,1.4,2,0,0,0,0,0,0
1294,56,31,81,92373,2,3.7,1,121,0,0,0,1,1
2101,31,6,145,93940,1,0.8,1,84,0,0,0,1,0
299,43,19,81,92069,2,3.2,1,0,0,0,0,0,0
717,29,5,31,96064,4,0.4,2,161,0,0,0,1,1
3105,56,31,48,91775,2,2.1,3,0,0,0,0,0,1
1557,31,1,60,94143,4,4.0,3,244,0,0,0,0,0
3674,34,9,65,95134,4,1.3,1,0,0,0,0,0,1
507,51,25,44,94608,3,0.9,3,0,0,0,0,0,0
2995,50,24,179,94025,1,1.0,1,0,0,0,0,1,0
467,25,0,13,91342,2,0.9,3,0,0,0,0,1,0
2783,47,22,53,92691,1,0.3,1,213,0,0,0,0,0
2655,60,36,49,94965,4,2.2,1,204,0,1,0,1,0
2821,29,4,102,90245,2,3.3,1,303,0,0,0,0,0
1459,51,25,33,93033,1,1.4,3,0,0,0,0,1,1
2651,64,40,52,95060,2,1.1,1,226,0,0,0,0,0
4140,29,3,81,95827,1,2.9,3,0,0,0,0,0,0
3122,28,2,13,91791,4,0.4,1,0,0,0,0,0,1
1499,49,23,125,94022,1,7.3,1,0,0,0,0,0,0
949,30,4,81,92037,1,2.9,3,259,0,0,0,1,1
2732,29,5,28,96651,1,0.2,3,0,0,0,0,1,0
1954,49,25,22,90058,4,0.2,1,83,0,0,0,1,0
216,38,14,92,95818,2,0.0,1,249,0,0,0,1,1
3277,55,31,159,92123,1,3.9,3,0,1,0,0,0,0
4277,50,24,155,92717,1,7.3,1,0,0,0,0,1,1
3153,40,15,83,90275,1,1.0,3,0,0,0,0,0,0
278,29,2,30,92126,4,1.0,3,0,0,0,0,0,0
32,40,16,29,94117,1,2.0,2,0,0,0,0,1,0
3601,44,20,38,90018,2,2.1,3,95,0,0,0,1,0
3397,52,28,65,93106,1,0.0,1,0,0,0,0,1,1
4249,58,33,138,90720,2,3.9,1,0,0,1,0,1,0
749,41,17,14,91330,1,1.0,1,0,0,0,0,0,0
1214,27,2,78,93943,4,0.2,1,87,0,0,0,0,0
4250,37,12,63,91942,4,2.1,3,0,0,0,0,1,0
2631,63,37,113,94611,4,1.7,3,0,0,0,0,1,1
2978,35,10,161,94109,1,4.1,1,0,0,1,0,1,0
755,38,14,102,95020,2,1.9,1,0,0,0,1,1,1
3981,46,22,89,92866,4,1.4,2,0,0,0,0,1,0
174,58,34,42,90095,4,1.5,1,0,0,0,0,1,1
4689,29,3,69,92093,4,1.8,2,0,0,0,0,1,1
4656,33,7,188,95054,2,7.0,2,581,1,0,0,0,0
590,31,7,128,92821,1,6.0,1,0,0,0,0,0,0
4061,31,6,174,93023,2,6.7,1,0,0,0,0,1,1
2775,53,29,118,94066,2,0.3,1,0,0,0,0,1,0
1607,35,10,33,90266,4,1.7,1,87,0,0,0,1,0
2023,33,3,71,93561,4,1.8,3,236,0,0,0,0,0
893,38,12,53,95616,2,2.4,2,0,0,0,0,1,0
1170,40,16,32,92110,1,1.4,3,158,0,0,0,1,0
2084,31,7,38,94025,1,0.2,3,0,0,0,0,1,0
4952,53,27,65,92124,1,2.2,3,0,0,0,0,1,1
3987,38,14,182,92152,3,2.6,3,0,1,0,1,1,1
4063,38,14,43,95053,2,1.7,1,0,0,0,0,1,0
3629,42,18,131,94949,1,3.4,1,0,0,0,0,0,1
615,37,12,180,90034,1,8.6,1,0,0,0,0,1,1
240,28,3,52,94112,4,1.7,2,0,0,0,0,0,0
3689,51,26,179,90245,1,8.1,1,0,0,1,0,1,0
4454,37,11,11,94112,3,0.1,2,0,0,0,0,0,0
1537,36,12,73,95617,4,2.0,3,188,0,0,0,1,0
2266,47,23,88,94305,4,1.4,2,0,0,0,0,0,0
1215,61,36,15,92521,4,0.4,2,0,0,0,0,0,0
2923,52,26,49,90011,1,1.4,3,0,0,0,0,1,0
2383,46,20,185,94131,4,7.5,2,428,1,0,0,0,1
3933,26,2,55,94305,3,0.7,2,0,0,0,0,1,0
1097,43,18,29,90245,1,0.3,3,0,0,0,0,1,0
2813,53,28,183,96008,3,8.2,3,467,1,0,1,1,1
3046,58,32,48,91768,1,2.8,2,0,0,0,0,1,0
2977,33,8,82,95747,1,2.6,2,0,0,1,1,1,1
3770,29,4,134,90095,2,3.3,1,204,0,0,0,0,0
4877,44,19,142,95054,1,1.5,3,0,1,0,0,0,0
1709,46,20,12,90250,4,0.6,3,0,0,0,0,0,1
4322,27,0,34,92717,1,2.0,2,112,0,0,0,0,1
909,66,36,55,93023,4,1.67,3,0,0,0,0,0,1
3082,36,10,78,95064,2,4.5,3,204,0,0,0,1,1
1242,64,38,39,92120,1,0.5,3,0,0,1,1,1,1
3095,50,23,19,90272,1,0.5,2,104,0,0,0,0,1
4137,43,19,83,92691,4,2.0,3,0,0,0,0,1,0
136,58,33,45,93010,4,2.1,1,0,0,0,0,1,1
258,66,41,18,92691,3,0.5,1,0,0,0,0,0,1
1538,58,34,41,94608,4,1.3,1,0,0,0,0,1,0
3448,54,29,25,90747,4,0.1,3,109,0,0,0,0,0
513,39,14,54,95035,3,3.0,1,108,0,0,0,0,1
4892,56,31,61,90024,4,0.9,1,0,0,1,1,1,1
3923,31,4,20,95616,4,1.5,2,0,0,0,0,1,0
1204,62,37,50,91311,3,2.4,1,0,0,0,0,1,0
2596,35,10,105,92780,1,4.6,1,0,0,0,0,0,0
2855,49,24,79,94025,4,3.6,3,212,0,0,0,1,0
3586,45,18,45,92037,3,1.0,2,0,0,0,0,1,0
332,32,6,28,94115,3,1.0,1,0,0,0,0,0,0
4188,30,5,109,94305,4,2.2,2,103,0,0,0,0,1
2482,55,30,64,94306,2,1.9,2,0,0,0,0,0,0
3861,31,6,64,92121,2,0.1,1,0,0,0,0,1,1
4299,43,19,122,93106,1,0.3,1,0,0,0,0,1,0
1882,46,19,82,91365,3,2.67,2,0,0,0,0,0,0
2284,54,28,79,92677,4,2.6,3,0,0,0,0,0,0
1654,26,1,24,96651,2,0.9,3,123,0,0,0,0,1
4055,59,34,64,94116,4,1.7,1,0,0,0,0,0,0
1648,35,5,68,90509,4,1.8,3,0,0,0,0,0,0
4508,26,1,8,94550,2,0.9,3,0,0,0,0,0,1
2079,35,11,21,95814,2,1.0,2,0,0,0,0,0,0
2214,61,37,45,94610,1,0.8,1,0,0,0,0,0,0
3395,25,-1,113,90089,4,2.1,3,0,0,0,0,1,0
4636,30,5,85,91910,2,2.5,1,293,0,1,1,1,1
3249,31,6,92,92037,2,3.3,1,0,0,0,0,0,0
1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1
83,41,16,82,92507,1,4.0,3,0,0,0,0,1,0
951,32,6,112,95054,4,1.8,2,0,0,0,0,1,0
1672,34,9,20,92648,4,1.1,3,0,0,0,0,1,0
4000,47,21,90,90245,2,0.8,3,0,0,0,0,0,0
1272,28,4,94,92115,3,0.8,1,236,0,0,0,1,0
2681,60,30,31,95060,1,1.5,3,0,0,0,0,1,0
2656,50,26,42,91784,2,1.0,3,78,0,1,0,1,0
4075,60,35,23,94608,1,0.3,3,0,0,0,0,1,0
3123,38,14,54,90095,2,0.6,3,218,0,0,0,0,0
4912,46,22,153,94539,2,7.5,1,0,0,0,0,0,0
1393,47,23,33,90095,1,1.0,1,0,0,0,0,1,1
4344,38,14,63,95422,1,3.6,2,0,0,1,0,1,0
4160,45,20,70,94305,4,1.9,3,0,0,0,0,1,1
19,46,21,193,91604,2,8.1,3,0,1,0,0,0,0
3869,41,16,44,92037,1,0.3,3,0,0,0,0,0,0
3773,35,10,152,94112,2,3.0,1,0,0,0,0,1,0
2225,38,12,29,92084,2,1.4,3,0,0,0,0,1,0
3358,32,6,112,94111,1,2.7,2,408,0,1,1,1,1
504,31,5,39,94022,4,1.8,3,185,0,0,0,0,1
2133,59,35,11,94949,2,1.0,1,0,0,0,0,0,1
4631,46,21,92,92886,1,0.2,2,0,0,0,0,0,0
3777,27,3,135,93108,3,2.7,3,449,1,0,0,0,1
3796,51,25,39,94010,1,1.2,2,98,0,0,0,1,0
1498,45,21,73,95020,1,0.8,3,0,0,0,0,1,0
617,40,14,33,94025,2,1.4,3,0,0,0,0,1,1
1351,29,2,29,90266,4,1.5,2,0,0,0,0,0,1
547,27,2,68,94025,3,2.6,3,203,0,1,0,0,0
3184,44,17,12,94542,3,0.67,2,0,0,0,0,1,0
1154,55,30,55,92821,4,0.9,1,215,0,0,0,1,1
923,32,6,38,92868,1,0.3,1,0,0,1,1,1,0
3435,56,31,53,95521,2,1.6,3,78,0,0,0,0,0
340,39,13,89,92110,4,1.4,2,0,0,0,0,0,0
4149,46,22,80,95747,4,2.0,3,0,0,0,0,1,0
4068,52,28,21,94025,4,0.5,2,0,0,0,0,1,0
3638,39,14,104,94608,3,1.0,1,242,0,0,0,1,0
663,65,41,185,93561,3,2.0,2,0,1,0,0,0,0
565,33,7,32,94904,1,0.6,3,152,0,0,0,0,0
2987,55,30,153,94305,2,2.8,2,0,1,1,1,1,0
4404,50,24,112,92064,1,0.0,1,0,0,0,0,0,0
4069,59,34,21,95035,2,0.5,2,0,0,0,0,1,0
4321,40,15,143,94801,1,4.1,1,0,0,0,0,1,0
4222,48,22,83,90028,2,0.4,3,248,0,0,0,1,0
3811,48,24,12,94707,4,1.0,1,89,0,0,0,0,0
4324,52,28,31,92008,4,0.9,2,151,0,1,0,1,0
1043,64,34,50,95616,4,1.67,3,0,0,0,0,1,0
3009,55,25,92,94550,1,3.0,3,158,0,0,0,0,1
1990,59,35,55,90274,1,1.8,3,0,0,1,0,0,0
2336,37,13,59,93907,1,3.6,2,0,0,0,0,0,0
983,58,33,52,94402,3,0.5,2,0,0,0,0,0,1
4848,37,11,65,94143,2,2.4,2,260,0,0,0,1,0
2834,46,22,152,90009,2,1.4,1,0,0,0,0,1,0
485,25,1,113,95023,2,0.2,1,0,0,0,0,1,1
3555,37,13,72,92407,4,2.0,3,0,0,1,0,0,0
1358,55,29,53,95134,1,1.4,1,0,0,0,0,0,0
938,38,13,62,92093,3,0.7,2,0,0,1,0,1,0
1695,48,23,35,94025,4,0.4,2,118,0,0,0,0,0
2148,27,3,20,92007,4,1.0,1,0,0,0,0,0,0
4553,50,23,64,92037,1,2.67,2,0,0,0,0,0,0
2864,29,5,70,93101,4,0.0,1,0,0,0,0,1,1
3286,38,13,65,91706,3,0.7,2,0,0,0,0,1,0
235,26,1,80,95616,1,0.8,2,150,0,0,0,0,0
2402,42,17,63,95814,2,2.2,3,0,0,0,0,1,0
2323,62,37,129,94143,1,1.3,1,0,0,0,0,1,0
2949,44,18,14,94720,2,0.1,3,98,0,0,0,0,1
2142,28,4,38,92109,4,1.6,1,0,0,0,0,0,0
176,45,20,85,91711,4,1.1,2,0,0,1,0,1,0
3072,32,8,74,93023,4,0.1,2,257,0,0,0,0,1
3430,39,14,28,91320,2,1.4,2,108,0,0,0,0,1
528,33,8,65,90027,2,0.1,1,89,0,0,0,1,0
3281,58,33,98,90277,1,2.6,1,0,0,0,0,0,0
603,29,5,135,95035,2,0.6,1,0,0,0,0,0,0
3367,33,9,152,90024,1,6.0,1,0,0,0,0,1,1
2729,39,13,58,94555,3,2.1,1,247,0,0,0,1,0
3346,35,11,14,94720,4,1.0,1,0,0,0,1,1,1
740,49,23,82,91902,2,2.4,2,0,0,0,0,0,0
2760,59,33,64,95617,3,0.3,2,0,0,0,0,0,0
2944,56,32,83,91320,4,1.6,2,0,0,0,0,0,0
730,58,28,90,93106,1,3.0,3,0,0,0,0,0,1
89,65,41,51,94117,2,1.1,1,0,0,0,0,1,0
1216,45,20,38,94550,4,1.9,3,144,0,0,0,1,1
3051,50,25,58,92131,1,1.3,2,0,0,0,0,1,0
2770,33,9,183,91320,2,8.8,3,582,1,0,0,1,0
4649,37,11,75,94704,3,0.9,2,0,0,0,0,1,0
1585,46,20,25,93401,4,0.6,3,125,0,0,0,0,0
1414,48,24,12,90058,3,0.4,1,0,0,0,0,0,0
1529,34,9,134,94550,1,4.6,1,164,0,1,0,1,0
1419,65,41,154,92008,2,4.6,2,0,1,1,1,1,1
3284,56,30,29,92152,4,0.7,2,87,0,0,0,1,0
2158,25,0,71,93727,4,0.2,1,78,0,1,0,0,0
304,49,25,195,95605,4,3.0,1,617,1,0,0,0,0
2694,55,29,62,90089,1,0.2,1,0,0,0,0,1,0
3582,28,4,33,91330,3,1.0,2,0,0,0,0,0,1
1925,62,38,78,92009,1,1.8,3,0,0,0,0,0,0
180,62,37,11,91942,1,0.1,1,0,0,0,0,1,0
1304,29,5,112,94720,2,2.0,2,382,0,1,0,0,0
2167,32,8,25,93524,3,0.9,3,0,0,0,0,1,1
4471,44,20,111,91911,2,5.3,2,0,1,0,0,1,0
2447,25,1,70,93010,4,2.6,1,218,0,0,0,1,0
3260,33,8,54,92251,3,2.3,1,0,0,0,0,0,1
52,61,37,131,94720,1,2.9,1,0,0,0,0,1,0
1046,43,18,84,92096,1,4.0,3,0,0,0,0,0,0
4893,43,19,35,94112,1,0.3,3,120,0,1,0,1,0
3274,40,15,180,90095,1,4.1,1,0,0,0,0,0,0
3171,43,16,65,94110,3,2.67,2,100,0,0,0,0,0
3216,40,15,19,90630,4,0.2,3,0,0,0,0,1,0
4831,37,12,60,95616,4,2.1,3,217,0,0,0,1,0
2045,51,25,102,92677,1,0.3,1,0,0,0,0,1,0
1649,47,21,85,93106,2,1.7,2,0,0,0,0,0,1
4535,41,17,83,94025,4,2.67,1,0,0,0,0,1,0
4265,57,31,40,94304,2,0.3,1,0,0,1,1,1,1
2713,31,7,32,91320,1,1.7,1,0,0,0,0,1,0
3453,61,37,23,94720,3,0.4,2,0,0,0,0,0,0
927,33,9,22,93940,4,0.4,2,103,0,0,0,1,0
2072,52,28,83,94705,1,0.0,1,0,0,0,0,1,0
4393,52,27,81,92634,4,3.8,2,0,0,0,0,0,0
635,57,31,32,90034,3,1.4,1,0,0,1,1,1,1
2869,52,26,31,94923,4,1.8,1,0,0,0,0,1,1
874,24,0,88,90740,3,0.8,1,134,0,0,0,0,0
3492,51,27,12,92697,2,0.4,1,0,0,0,0,0,1
4336,36,10,82,94542,2,2.8,1,0,0,0,0,0,1
184,29,3,148,92173,3,4.1,1,0,1,0,0,1,0
1911,43,18,83,95616,2,3.8,3,112,0,0,0,0,0
4104,44,20,52,94143,1,0.8,3,196,0,0,0,0,1
365,54,24,29,92028,3,1.0,3,148,0,0,0,0,1
641,43,18,85,94960,1,3.7,3,327,0,1,0,1,0
2518,57,31,120,95616,2,2.0,1,0,0,0,0,0,1
3076,26,0,85,95616,2,1.6,3,0,0,0,0,0,0
4871,55,30,28,94040,2,2.0,2,0,0,0,0,1,1
1100,30,6,52,92717,3,0.7,2,0,0,0,0,1,0
4099,27,3,75,90032,4,0.0,1,0,0,0,0,0,0
2593,57,32,69,94710,4,0.7,1,245,0,0,0,0,0
1155,59,35,42,93555,1,1.8,3,0,0,0,0,1,0
1562,46,20,73,93106,1,1.5,2,128,0,0,0,1,0
3121,35,11,75,94542,2,1.7,2,0,0,0,0,1,0
4482,25,-2,35,95045,4,1.0,3,0,0,0,0,1,0
2371,33,7,51,94040,4,2.1,3,0,0,0,0,0,1
298,55,25,70,93720,3,1.4,3,0,0,0,0,1,0
532,32,6,50,90401,4,2.1,3,0,0,1,1,1,1
1714,44,20,15,90405,1,1.0,1,0,0,0,0,1,0
2579,45,21,164,90638,1,5.0,1,0,0,0,0,0,1
3359,59,35,40,94536,4,0.4,1,0,0,0,0,0,0
1042,56,32,51,92780,4,1.5,1,0,0,0,0,0,0
3426,23,-1,12,91605,4,1.0,1,90,0,0,0,1,0
2360,36,12,123,95060,2,5.6,2,0,1,0,1,1,1
2132,55,31,15,95747,1,0.2,1,0,0,0,0,0,0
1088,38,13,54,92028,3,0.7,2,196,0,0,0,0,0
3997,50,24,11,94501,4,0.6,3,0,0,0,0,0,1
2905,56,32,190,90032,3,2.2,1,0,1,0,1,1,0
4979,57,27,63,90210,4,2.0,3,0,0,0,0,1,0
1037,53,28,55,94720,4,0.9,1,119,0,0,0,1,1
4078,26,0,71,92093,4,1.8,2,0,0,1,0,1,0
2764,55,31,13,93943,4,0.7,1,0,0,0,0,1,0
3823,63,33,178,91768,4,9.0,3,0,1,0,0,0,0
3930,37,13,33,91773,4,0.4,2,0,0,0,0,0,0
4621,52,26,84,94132,1,2.4,1,0,0,0,0,1,0
341,59,34,91,93524,1,2.6,1,0,0,0,0,1,1
2480,55,30,82,94720,4,3.8,2,0,0,0,0,1,0
116,65,40,81,92024,3,1.8,2,0,0,0,0,1,0
3504,29,3,53,95814,4,2.1,3,0,0,0,0,1,0
2639,28,4,45,94025,1,1.0,3,0,0,0,0,1,0
2989,46,21,205,95762,2,8.8,1,181,0,1,0,1,0
13,48,23,114,93106,2,3.8,3,0,0,1,0,0,0
888,41,16,118,94720,2,3.3,1,0,0,0,0,1,0
4148,59,35,180,96008,2,6.5,2,0,1,1,1,1,1
2843,36,11,90,94709,1,2.8,1,0,0,0,0,1,0
3543,30,5,118,92182,4,3.0,3,0,1,0,0,1,0
2288,30,6,29,92121,1,0.2,3,90,0,0,0,1,0
2130,35,10,58,91754,4,0.7,3,232,0,0,0,0,0
3305,42,17,108,95120,3,1.0,1,383,0,0,0,1,0
4190,45,19,93,91116,2,1.7,2,0,0,0,0,0,0
3347,41,15,65,92037,2,2.8,1,0,0,0,0,1,1
4546,61,35,35,90025,2,0.2,3,0,0,0,0,1,0
672,65,41,105,92612,1,3.0,2,282,1,1,1,1,0
3889,45,18,81,95133,3,2.67,2,251,0,0,0,1,1
4561,43,18,13,94709,2,0.1,2,0,0,0,1,1,1
2097,55,29,54,95051,2,2.3,3,93,0,0,0,0,0
843,34,10,54,92101,3,2.0,1,0,0,0,0,0,0
2310,36,12,29,94583,1,1.33,1,81,0,0,0,1,0
831,29,5,72,92407,3,0.7,2,81,0,0,0,0,0
2378,47,23,160,92037,2,6.67,1,0,0,0,0,0,0
3287,62,36,58,95020,1,2.8,2,0,0,0,0,0,1
597,48,22,152,94022,1,3.5,3,0,1,0,0,1,0
1479,65,39,160,94803,4,3.8,1,237,1,0,0,1,0
3472,50,25,38,95503,1,1.4,3,0,0,0,0,1,0
262,42,16,111,93106,2,1.2,3,251,1,0,0,1,0
1192,29,5,128,94111,1,1.5,1,0,0,0,0,1,1
729,45,20,114,94720,2,4.4,2,0,1,0,0,0,0
2178,31,7,108,94507,1,4.0,1,0,0,0,0,1,0
4745,44,20,72,95616,3,0.3,3,0,0,0,0,1,0
2832,53,27,45,90405,2,0.8,3,0,0,0,0,1,1
2584,37,11,71,91302,1,2.5,1,185,0,0,0,1,1
1912,60,35,52,94709,3,0.5,2,0,0,0,0,0,0
4526,36,11,110,94110,1,3.8,1,0,0,0,0,1,1
4364,30,4,18,93711,4,0.3,2,84,0,0,0,1,0
2228,61,35,59,90840,4,1.7,2,0,0,0,0,1,1
1978,41,15,54,94303,3,0.5,3,0,0,0,0,1,1
694,40,15,40,92096,2,2.2,3,107,0,0,0,1,0
3937,43,18,63,95616,3,0.8,3,0,0,1,0,0,0
1632,61,36,153,91105,1,2.6,2,0,1,1,1,0,1
3523,64,40,90,94028,2,0.0,3,134,0,0,0,0,0
4100,61,35,60,92831,1,2.8,2,0,0,0,0,1,1
3658,52,26,104,94025,2,2.4,2,0,0,0,0,1,1
3595,34,8,79,95616,1,2.5,1,0,0,0,0,1,0
4191,40,16,89,95814,3,3.9,2,216,1,1,1,1,0
4392,46,22,113,94105,2,3.3,1,0,0,0,0,0,1
385,51,25,21,9307,4,0.6,3,0,0,0,0,1,1
1424,55,30,64,90250,2,2.3,3,0,0,0,0,0,0
7,53,27,72,91711,2,1.5,2,0,0,0,0,1,0
2355,35,9,8,94043,1,0.4,2,0,0,0,0,1,0
3728,56,30,31,94117,2,0.3,1,109,0,1,1,1,1
550,61,36,35,94110,3,1.3,2,0,0,0,0,0,1
1053,43,17,49,95812,3,2.2,2,103,0,0,0,1,1
173,38,13,171,92717,2,7.8,1,0,0,0,0,1,0
4950,29,5,64,94114,4,0.0,1,249,0,0,0,0,1
3606,61,31,130,92333,2,2.6,3,0,1,0,0,0,0
4038,52,28,72,91335,1,0.0,1,178,0,0,0,0,0
953,44,20,180,93943,2,7.6,1,524,0,0,0,0,1
252,54,28,170,92182,2,6.2,2,325,1,0,0,1,0
2300,62,37,15,94583,3,0.1,3,91,0,0,0,0,0
2932,31,4,54,91741,2,1.0,2,109,0,0,0,0,1
3863,60,34,64,94104,3,2.5,1,0,0,0,0,1,0
4970,45,19,60,94143,2,0.4,3,250,0,0,0,1,0
57,55,30,29,94005,3,0.1,2,0,0,1,1,1,0
948,55,29,60,94305,3,2.2,3,84,0,0,0,1,0
2294,42,17,14,91768,2,0.1,2,0,0,0,0,1,0
3571,54,29,32,91107,2,0.6,3,0,0,0,0,1,1
540,57,32,21,94720,1,0.3,3,117,0,0,0,0,0
4519,53,28,30,94609,4,0.2,2,0,0,0,0,1,0
1756,28,3,55,92647,4,1.7,2,0,0,0,0,1,1
1432,58,34,128,90058,1,7.4,1,0,0,0,0,0,0
2846,62,36,85,90019,2,1.7,3,98,0,0,0,0,0
647,58,33,61,90033,4,1.7,1,0,0,0,0,0,0
4796,46,21,39,91710,2,1.3,1,101,0,0,0,1,0
3385,36,11,162,94583,1,8.6,1,153,0,1,0,1,0
4267,42,16,11,94015,1,0.2,1,87,0,0,0,0,1
707,58,34,148,95819,1,4.7,1,0,0,0,0,1,0
1795,56,32,98,91355,3,3.9,3,0,1,0,0,0,0
1443,39,13,71,95822,3,0.1,1,162,0,1,0,1,0
4062,33,3,59,91040,2,1.75,3,0,0,0,0,1,0
5,35,8,45,91330,4,1.0,2,0,0,0,0,0,1
4185,51,25,99,90277,2,2.4,2,0,0,0,0,0,0
98,54,28,161,92121,1,2.9,1,0,0,0,0,1,0
39,42,18,141,94114,3,5.0,3,0,1,1,1,1,0
4579,45,20,90,94143,4,1.1,2,0,0,0,0,1,1
1754,53,29,25,92008,2,0.4,1,0,0,0,0,1,0
66,59,35,131,91360,1,3.8,1,0,0,0,0,1,1
3418,39,12,23,90024,3,1.0,2,0,0,0,0,1,1
3223,49,23,81,93107,2,0.8,3,0,0,0,0,0,0
4466,39,15,54,94108,4,2.2,2,0,0,0,0,0,1
2145,33,6,168,94720,3,5.67,2,0,1,1,1,1,0
4665,62,37,83,93657,4,0.1,2,0,0,0,0,0,0
4492,41,16,64,91604,4,0.4,1,0,0,0,0,1,0
1395,52,27,33,90095,2,0.7,2,0,0,0,0,0,1
1239,28,2,63,91116,2,1.6,3,0,0,0,0,1,0
2194,45,19,25,94609,2,0.1,3,102,0,0,0,1,0
552,59,34,14,93118,1,0.1,1,0,0,0,0,1,1
577,25,-1,48,92870,3,0.3,3,0,0,0,0,0,1
