,movie_title,content_rating,genres,runtime,top_critic,review_content,recommended
959092,The Girl Who Kicked the Hornet's Nest,R,"Art House & International, Drama, Mystery & Suspense",146.0,False,"The most unfortunate part of the The Girl Who Kicked the Hornet's Nest is its heroine has nothing to do but sit in a hospital, prison cell and courtroom until the last five minutes of the movie.",0
966119,The Hate U Give,PG-13,Drama,133.0,False,"It is at times tough to watch and never shies away from showing other points of view, often using black comedy to do so",1
700827,Real Steel,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",127.0,False,"Quite cheesy, yet exhilarating and mindlessly entertaining. It's a fun, crowd-pleasing popcorn movie that will leave you hungry for a sequel. Child star Dakota Goyo has a very bright future ahead of him.",1
186229,Black Sea,R,"Action & Adventure, Drama, Mystery & Suspense",115.0,False,"[You] could do far worse than this competently steered, claustrophobic adventure. But better fare exists in the subgenre catalog, and implausibility problems make this movie only partially compelling.",0
655143,Pirate Radio (The Boat That Rocked),R,"Comedy, Drama, Musical & Performing Arts, Romance",129.0,False,"The film is a series of episodic scenes which spotlight a host of characters who, without narrative material, become a mere collection of quirks, costumes, and gestures.",0
303239,Downton Abbey,PG,Drama,122.0,True,"""Downton"" sticks the landing as confidently as a butler silently settling a tray of watercress sandwiches onto a Chippendale table.",1
380085,God's Not Dead 2,PG,Drama,121.0,False,"To call God's Not Dead 2 ""bad"" would be doing this abomination of a movie a disservice. It is not only a bad movie, but in fact it's more than that.",0
653418,Piercing,R,Mystery & Suspense,81.0,True,"After a briefly discombobulating fake-out twist, Piercing can't seem to figure out how to advance or complicate its sick-joke premise.",0
949235,The End Of The Tour,R,Drama,106.0,False,"Jason Segel delivers a wonderfully moving, memorable performance as David Foster Wallace.",1
735676,Rocky IV,PG,Drama,91.0,False,"It's ridiculous in a lot of ways... But hot d---- is this ever a fun, rewatchable movie.",1
589946,Mother's Day,PG-13,"Comedy, Drama",118.0,False,The film equivalent of the KKK projectile vomiting onto celluloid while a group of men attempt to write a screenplay about women with their privates.,0
660765,Poltergeist,PG-13,Horror,93.0,False,"The Poltergeist remake is not likely to add anything to the filmic horror lexicon, but in terms of genre summer programming, it must be said that it's better than some of the original material currently out there.",1
905131,Sweet Smell of Success,NR,"Classics, Drama",96.0,False,"Masterful direction and cinematography are shown off in this restored version, with Bernstein's apt jazzy score nailing all the right notes.",1
620825,Obvious Child,R,"Comedy, Romance",83.0,False,"It's bold, but it's not a film that's just trying to be bold; it's just trying to be real -- and it is.",1
527445,Live By Night,R,Drama,129.0,False,Commits the cardinal sin of cinema: it's boring. Feels like two hours of highlights from a 20-episode miniseries that only hint at a rich story tapestry.,0
491513,Killers Anonymous,R,"Action & Adventure, Mystery & Suspense",96.0,True,"It's a nonsensical premise and a pretty incoherent, painfully inept film.",0
120741,All About the Benjamins,R,"Action & Adventure, Comedy, Drama, Mystery & Suspense",98.0,False,"One helluva romp, borrowing the Florida milieu of Bad Boys but injecting it with the stylish sass of Guy Ritchie's British crime capers.",1
650566,Peter's Friends,R,"Comedy, Drama, Romance",100.0,False,"Why does this genre endure, and why does it attract actors of the caliber of Stephen Fry, Hugh Laurie, and Emma Thompson?",0
1005835,The Principal,R,"Comedy, Drama",109.0,False,"Bypasses heart-warming stuff completely, going instead for macho yelling and simple two-word slogans. Class dismissed.",0
355538,The Fourth Kind,PG-13,Mystery & Suspense,98.0,False,...The Fourth Kind clearly would've benefited from a more conventional approach...,0
606213,Neighbors,R,Comedy,97.0,False,A mess not by accident but by design. It's meant to be a ton of stuff thrown against the wall in the hope that some of it will momentarily distract you into involuntary laughter.,0
577948,Miss Congeniality 2 - Armed and Fabulous,PG-13,Comedy,115.0,False,Bullock is charming but clearly can't choose roles to save her life; cross your fingers we won't be subjected to Three Weeks Notice soon.,0
582302,Molly's Game,R,Drama,141.0,False,"Pure class. Chastain and Elba deserve Oscar noms, and Sorkin's second Best Adapted Screenplay award (after The Social Network) is a sure thing.",1
937348,The Change-Up,R,Comedy,112.0,False,...resorts to bathroom humor by literally putting characters on the toilet in a weak attempt to outdo the recent trend in R-rated comedy. And the result is pretty stinky.,0
166040,Baywatch,R,"Action & Adventure, Comedy",116.0,False,"Beyond the sun burn and baby oil, the film's similarities with its source material can barely squeeze into its little red trunks.",0
98742,A Girl Walks Home Alone at Night,NR,"Horror, Mystery & Suspense, Romance",105.0,True,"Just when you thought you'd seen every possible variation on the vampire tale, along comes an Iranian bloodsucker romance set to spaghetti-Western music.",1
104578,A Star Is Born,R,Drama,135.0,False,"Lady Gaga has created a delicate, likeable character who serves as the film's emotional barometer in that as her feelings change, so too will those of the audience.",1
525430,Little Boy,PG-13,Drama,106.0,False,"Filmmakers have been manipulating moviegoers' emotions since the beginning of this art form. However, rarely has one film been so patently blatant in those efforts than ""Little Boy"".",0
365650,Futurama: The Beast With a Billion Backs,NR,"Animation, Comedy, Science Fiction & Fantasy, Television",90.0,False,"Instead of stretching for feature-sized drama and weighty character arcs, The Beast with a Billion Backs feels more like an easy B-movie...",0
173684,Belle de Jour,R,Drama,102.0,False,"A delightful puzzle, and [Catherine] Deneuve's finest hour-and-a-half.",1
738855,Roma,R,Drama,135.0,False,Alfonso Cuarón doesn't so much recreate his childhood in the Colonia Roma neighborhood of Mexico City as he reimagines it...,1
891240,Stuber,R,"Action & Adventure, Comedy",93.0,False,"The gimmick here is that he's an Uber driver (called Stu, hence the title), so a few of the jokes involve talk of five-star ratings - wishful thinking for this uninspired movie.",0
604704,National Security,PG-13,"Action & Adventure, Comedy, Drama",88.0,True,An action farce that's on the stale side of banter-heavy cop high jinks.,0
1015574,The Short History of the Long Road,NR,Drama,90.0,False,"Although it rambles like the endless roadways it follows, ""The Short History of the Long Road"" is a perceptive low-key character study.",1
763442,Scalene,NR,Mystery & Suspense,96.0,False,Zack Parker has assembled a stellar ensemble cast led by a mind-blowing performance from recent Emmy Award winner Margo Martindale.,1
1105198,Who Framed Roger Rabbit,PG,"Action & Adventure, Animation, Comedy, Kids & Family, Mystery & Suspense",104.0,False,The first blend of animation and live-action that seemed so natural we felt the characters were real. There's many a lad still harbouring a crush on Jessica Rabbit.,1
1065112,Uncle Boonmee Who Can Recall His Past Lives,NR,"Art House & International, Comedy, Science Fiction & Fantasy, Special Interest",114.0,False,The deepening mysteries and almost trance-like states Weerasethakul's films produce in the viewer are by design: a purposeful sounding of the hidden potential of cinema and consciousness.,1
31356,Husbands and Wives,R,"Comedy, Drama, Romance",93.0,False,Fractured and slight.,0
546390,The Magic Flute,G,Musical & Performing Arts,135.0,False,Mozart in the Branagh meat grinder.,0
832893,Sobibor,NR,Drama,120.0,False,"Sobibor's narrative gradually accumulates momentum, its final - and best - third reaching the zenith of intensity.",1
871028,Star Wars: Episode VII - The Force Awakens,PG-13,"Action & Adventure, Science Fiction & Fantasy",136.0,True,"What [Abrams has] done is to remake Star Wars: A New Hope; tweaking it for the passage of time; improving on the acting, the effects, and the dialogue; and tossing in some bits from its sequels.",0
395635,Guess Who's Coming to Dinner,NR,"Classics, Comedy, Drama, Romance",108.0,True,A most delightfully acted and gracefully entertaining film.,1
689887,Racing Stripes,PG,"Comedy, Drama, Kids & Family",101.0,False,"Racing Stripes follows a story arc similar to Babe, but it possesses none of the warmth, humor, or originality of that film.",0
713603,Repo Man,R,"Comedy, Science Fiction & Fantasy",93.0,False,Punk rock sentiments amiably collide with science fiction scenario in this instant cult classic produced by former Monkee Mike Nesmith.,1
502687,Labor Day,PG-13,"Drama, Romance",111.0,True,"""Labor"" isn't just a word in the title of Jason Reitman's new film, it's a description of what it feels like to sit through the movie.",0
137814,Another 48 Hrs.,R,"Action & Adventure, Comedy",95.0,False,"The reason for bringing the odd-couple, buddy-cop combo back together again isn't particularly clever, though their chemistry is almost as amusing as it was before.",1
328263,Exit Through The Gift Shop,R,"Comedy, Documentary, Musical & Performing Arts, Special Interest",87.0,True,"He could be an important artist or just a silly fad - either way, in the street and with this film, he's providing pleasure while he lasts.",1
57985,Crash,R,Drama,112.0,True,"Haggis bends back one full day to unravel the tangled threads leading to the crash, and, in turn, the tangle justifies the existence of his varied and polyglot ensemble.",1
389241,Grave of the Fireflies (Hotaru no haka),NR,"Animation, Anime & Manga, Art House & International, Drama",88.0,False,"The stylised images suit the simplicity and gravity of a grim story of love, sacrifice and survival in the face of adult indifference and cruelty.",1
74581,9,PG-13,"Action & Adventure, Animation, Drama, Science Fiction & Fantasy",79.0,False,Ranks down there with Battle for Terra as the year's weakest animated venture.,0
446321,In Good Company,PG-13,"Comedy, Drama",110.0,False,In Good Company is the sort of basic model Hollywood ought to be about -- a solid product no one need be ashamed to buy or sell.,1
1051376,Traitor,PG-13,"Drama, Mystery & Suspense",113.0,False,I'm not sure I've ever seen a film go straight to hell so quickly and so badly as this.,0
130309,An American Tail,G,"Action & Adventure, Animation, Kids & Family",80.0,True,It may be that the truly American tale here is the spectacle of an artist squandering his awesome gifts on the way to becoming a Hollywood institution.,0
33642,The Life and Times of Allen Ginsberg,NR,"Documentary, Special Interest",82.0,False,"Comprehensive bio-pic of the Beat Generation poet best remembered for 'Howl' the epic poem which opens with the immortal line, 'I saw the best minds of my generation destroyed by madness.' Cool, Daddy-O!",1
405090,Harry Potter and the Goblet of Fire,PG-13,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",157.0,False,"While a must-see for rabid fans, Harry Potter and the Goblet of Fire will impress nondevotees only with its seamless special effects and captivating action sequences.",1
205830,Brick Mansions,PG-13,"Action & Adventure, Drama",90.0,False,An abject lack of creativity to the writing and cohesion to the direction scupper any chance of the movie transcending its mundane status.,0
719430,Revenge of the Green Dragons,R,Mystery & Suspense,94.0,True,What initially feels like brash energy peters out until what's left mainly evokes pretty ordinary gangster movies.,0
69737,The Wolfman,R,"Horror, Mystery & Suspense",102.0,False,"It's more good than bad, and when it really gets its wolf on, it does so with a shaggy, deranged glee that left me laughing.",1
930102,The Best of Enemies,PG-13,Drama,133.0,False,"By acutely observing the process, by letting each compromise sink in for the character, and for us, it becomes a kind of catharsis for the characters as they find their way, and for us to hope for the better angels of everyone's nature.",1
692683,Ralph Breaks the Internet,PG,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",112.0,False,But it finds time for the message that the bonds of friendship we hold in our hearts far outweigh the little red hearts we collect from strangers.,1
687622,R100,NR,"Comedy, Drama",100.0,True,"Matsumoto says he wanted to make a film that transcended the idea of genre, and in that respect, he has succeeded admirably.",1
596100,Murder Is My Beat,NR,"Drama, Mystery & Suspense",76.0,False,Visually superb cross between the whodunit and the film noir crime thriller.,1
605510,Tell No One (Ne le Dis à Personne),NR,"Drama, Mystery & Suspense",126.0,False,It's exhausting but enthralling from start to finish. Once you've seen it I guarantee you'll want to tell all your friends.,1
459627,Invictus,PG-13,"Drama, Sports & Fitness",134.0,True,"With Invictus, Eastwood gets his message across in much the same way as the South African special forces -- he beats us over the head with it.",1
316277,Stonehearst Asylum,PG-13,Mystery & Suspense,112.0,True,"The stuttering, episodic pace makes you wonder if they had half a mind on a miniseries. Where the other half went is really anyone's guess.",0
630509,Opening Night,PG-13,Drama,144.0,True,"Rowlands sings a different kind of mad song in Opening Night, playing a diva-like actress preparing a part about aging that haunts her, at times literally, with a vision of lost youth.",1
111164,The Adjustment Bureau,PG-13,"Science Fiction & Fantasy, Romance",105.0,False,The Adjustment Bureau isn't exactly faithful to its source material as much as it takes that central concept and creates another world out of it.,1
839198,Son of Rambow,PG-13,Comedy,95.0,False,"SON OF RAMBOW is full of ideas and imagination, but I think Jennings buries himself with all of his ambition.",0
1079488,VFW,NR,"Action & Adventure, Horror",92.0,False,"VFW is a bloody, neon-soaked nightmare showcasing Joe Begos' signature punk rock style and dedication to gory horror.",1
762570,Saw VI,R,"Horror, Mystery & Suspense",91.0,False,"Editor-turned-director Kevin Greutert shows confidence behind the camera -- still, one can only hope that Jigsaw's gruesome Pecksniffian pedagogy gets a taste of its own blade soon.",1
632872,Ouija: Origin of Evil,PG-13,"Horror, Mystery & Suspense",99.0,False,The fact Ouija: Origin of Evil exists is minor marvel in and of itself considering how little is thought of the first film. The fact it's good? Potentially even great?...I don't even know what to say.,1
977133,The Intouchables,R,"Art House & International, Comedy, Drama, Special Interest",110.0,False,"Capturing the unspoken shorthand, the adventurousness and the humour essential to enduring friendships makes the The Intouchables must see.",1
194360,Blue Jasmine,PG-13,Comedy,98.0,False,Blanchett embraces the Blanche DuBois-like nature of the character yet manages to reach Vivien Leigh-like levels of histrionics in much more subtle and naturalistic ways.,1
486221,Juwanna Mann,PG-13,Comedy,91.0,True,"A lot of talent is wasted in this crass, low-wattage endeavor.",0
212547,Bruce Almighty,PG-13,"Comedy, Science Fiction & Fantasy",101.0,False,"The crude comedy is funny and the sentimentality is touching, but the two halves mix like oil and water.",1
568051,The Men Who Stare at Goats,R,"Comedy, Drama",93.0,False,The Men Who Stare at Goats is a handful of hilarious scenes looking for a movie.,0
356976,Frank Miller's Sin City: A Dame to Kill For,R,"Action & Adventure, Mystery & Suspense",101.0,False,"Frame by frame, the images still dazzle, but Miller and Rodriguez's brash pulp-noir sensibility now feels jaded.",0
948500,The East,PG-13,"Action & Adventure, Drama, Mystery & Suspense",116.0,True,"It becomes sanctimonious, makes you contrary. I left craving a Big Mac.",1
416904,Himalaya (L'Enfance d'un Chef) (Caravan),G,"Action & Adventure, Art House & International, Drama",110.0,True,"That these Tibetans can be so relaxed and natural in front of a camera, playing versions of themselves but not themselves, speaks well of the whole culture.",1
600349,My Life as a Dog (Mitt Liv som Hund),PG-13,"Art House & International, Comedy, Drama",100.0,True,Well-constructed crowd-pleaser.,1
159262,Bad Words,R,Comedy,85.0,False,"A mildly amusing, and modestly if efficiently mounted, film which, when not politically incorrect or confrontational, is too joyless and generic for words.",0
347995,Fist Fight,R,Comedy,91.0,False,Cast of familiar faces gives old-school Hollywood idea a fresh shine(r).,1
1103862,White God,R,"Art House & International, Drama",119.0,False,"The ultimate message may be a little fuzzy, but Mundruczó has crafted a incredibly cinematic canine parable that remains gripping and inventive from its nose to its tail.",1
585738,"Monsters, Inc.",G,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",92.0,False,"Cute, kid-friendly monster movie; may scare sensitive kids.",1
794179,Shazam!,PG-13,"Action & Adventure, Science Fiction & Fantasy",132.0,False,"Unlike so many superhero films, where the final third reverts to CG spectacle, Shazam! really takes flight, with inspired jokes, emotion and surprising cameos that deliver a real blast of joy. It's bound to be a festive family staple for years to come.",1
1026559,The Wall,R,"Drama, Mystery & Suspense",90.0,False,"Not bad for a work of precise suspense, ultimately inconsequential, but very effective. [Full Review in Spanish]",1
531364,Long Shot,R,Comedy,123.0,False,Long Shot is a romantic comedy that is the rare thing of being both funny and romantic.,1
679092,Proud Mary,R,"Action & Adventure, Drama, Mystery & Suspense",88.0,False,"Proud Mary delivers on its shopworn promise: the heroine is wronged, riled, and puts things right in brisk fashion. In a time of bloated blockbusters, the no-nonsense approach offers minor pleasures for genre fans, if little else.",1
951622,The Farewell Party,NR,Drama,90.0,True,"Israeli filmmakers Tal Granit​ and Sharon Maymon​ tackle matters of life and death with a bracing mixture of seriousness, sentiment and sharp black comedy.",1
764691,Scary Movie 3,PG-13,Comedy,80.0,True,"Despite one of the year's best trailers, this horror-film spoof is as laugh-challenged as the woeful first sequel.",0
921798,The Social Network,PG-13,Drama,120.0,False,"What happens when a director and writer hate their subject? A well made, but one dimensional hit piece.",0
21921,Jungle Book,G,"Action & Adventure, Classics, Drama",109.0,True,"The color is strikingly vivid and some of the individual scenes have natural charm. But the film, as a whole, is ostentatious.",0
587887,The More the Merrier,NR,"Classics, Comedy, Romance",104.0,False,"The More the Merrier (1943) is a delightful romantic comedy of the homefront at wartime, exploring the problems of housing-bed-man shortages.",1
1062833,Two Men Went to War,PG,"Action & Adventure, Comedy, Drama",108.0,False,"Here's something you wouldn't have thought possible after the gory realism of ""Saving Private Ryan"" and ""The Thin Red Line"": a sweet, whimsical little World War II film.",1
835137,The Soloist,PG-13,"Drama, Musical & Performing Arts",117.0,False,"Director Joe Wright may not always be able to resist self-indulgence, but credit the filmmaker for tending to the story with a pace and tone that meld commerciality with an art-house mentality.",1
856152,Spike Island,NR,Drama,96.0,False,"Good gags, great performances and a spectacular soundtrack rescue an otherwise average coming-of-age drama.",1
315610,Elena,NR,Drama,109.0,True,"The truly terrible question asked by this quiet, haunting and magnificent film is: Dear God, isn't there some better way to live?",1
10470,Push,PG-13,"Mystery & Suspense, Science Fiction & Fantasy",111.0,False,"When Push comes to shove, don't expect to care about any of it.",0
114268,Aftermath (Poklosie),NR,"Art House & International, Drama, Mystery & Suspense",84.0,False,The film isn't so much about the moral atrophy of people who refuse to come to terms with their past as it is about cosmic karma passed from fathers to sons like an ancient curse.,1
508040,Last Holiday,PG-13,"Action & Adventure, Comedy, Drama",112.0,False,The most fatal pitfall is a purely Hollywood ending that would be enraging if it wasn't such an obvious foregone conclusion.,0
829229,Snatched,R,"Action & Adventure, Comedy",90.0,False,"Good, raunchy fun with a great comeback role for Goldie Hawn.",1
956694,The Frozen Ground,R,"Drama, Mystery & Suspense",105.0,True,The Frozen Ground hits the familiar notes.,0
714323,Requiem For The American Dream,NR,Documentary,73.0,True,"The film isn't necessarily pegged to the upcoming election per se, but the logic presented within helps make sense of current affairs.",1
822323,Sleepaway Camp II: Unhappy Campers,R,Horror,80.0,False,"Unhappy Campers is like a good prank, one that is unfortunately ruined by an obvious wink.",0
1023073,The Trip To Italy,NR,"Comedy, Drama",106.0,False,"In a summer full of sequels, who would have thought one of the best ones would feature two British comedians having even more conversations over dinner?",1
413955,Hero,PG-13,"Action & Adventure, Art House & International, Classics, Drama",93.0,False,An idealized dream world where ancient warriors suck down massive amounts of helium before they fight and then do silly over-romanticized things like battle in their hearts.,0
784555,Severance,R,"Comedy, Horror, Mystery & Suspense",95.0,True,It's remarkable how much just a modicum of wit can spice up the standard backwoods slice-and-dice. Scaring people with a horror film is easy; entertaining them takes a little skill.,1
962289,The Great Wall,PG-13,"Action & Adventure, Drama, Mystery & Suspense",104.0,False,"Despite some impressive set pieces, solid effects work and some good performances, The Great Wall too often seems to crumble under its own weight.",0
1039774,Three Colors: Blue (Trois Couleurs: Bleu),R,"Art House & International, Drama, Mystery & Suspense, Romance",97.0,False,"Juliette Binoche stars in Blue, which was once considered the weakest of the trilogy but holds up better than one would have suspected.",1
706907,Red Penguins,PG-13,Documentary,80.0,True,"Gonzo skates-and-sticks stuff, Slap Shot being dainty by comparison.",1
1074733,Vacation,R,"Action & Adventure, Comedy",99.0,False,Bleeping awful. Really bleeping awful.,0
1008477,The Red Turtle (La tortue rouge),PG,"Animation, Art House & International",80.0,False,"The first non-Japanese animation from Studio Ghibli is a simple fable on paper, but this heart-rending depiction of a man stranded on a desert island is a tour de force in visual storytelling.",1
1006274,Kahlil Gibran's The Prophet,PG,Animation,85.0,True,The film is likely to attract new readers to the book - and remind longtime fans why they were attracted to the writings in the first place.,1
748749,Runoff,R,Drama,90.0,False,A little too reluctant to take a stand against chemicals but worth seeing for its empathy for its main character who is forced to carry out a crime that puts her in league with Monsanto.,1
488310,Keeping Up With The Joneses,PG-13,Comedy,100.0,True,"Greg Mottola has made some fine contributions to big-screen comedy - including sweet-and-salty teen flicks Adventureland and Superbad - but his new film, Keeping Up With the Joneses, is decidedly not one of them.",0
125739,Amelia,PG,Drama,111.0,False,"Amelia is not a movie to disenchant, it is simply not a film that will go down in history... [Full review in Spanish]",1
597668,Mute,NR,"Action & Adventure, Drama, Science Fiction & Fantasy",126.0,False,"A frustrating, bewildering and nonsensical disappointment that offers little that feels new and fails to craft a mystery that sparks intrigue in a world that feels hazily defined.",0
3330,Interview,R,"Art House & International, Drama",84.0,False,"Interview is literate, well-paced and played at perfect pitch by Sienna Miller and director Steve Buscemi. I didn't buy it for more than two minutes.",0
1113535,Wolves,R,Action & Adventure,90.0,False,"It's loud and violent, but the feature drags more than it should, struggling with iffy performances and lousy visual effects to raise a properly furry screen commotion.",0
983735,The Last Seduction,R,"Drama, Mystery & Suspense",110.0,False,"It is not a movie for everyone, but I certainly recommend it.",1
851486,Spider Baby,NR,"Classics, Comedy, Horror",80.0,True,"[Spider Baby is] one of those lurid, macabre, amusingly exaggerated B-horror movies beloved by the psychotronic/Joe Bob Briggs crowds.",0
250882,Cold in July,R,"Drama, Mystery & Suspense",109.0,False,"Cold In July goes way way back - back to the year in which it is set and was written, but also back further to America's heritage of the wild west when men were men and a man's gotta do what a man's gotta do, with justice a mere shadow.",1
499899,Kung Fu Hustle,R,"Action & Adventure, Art House & International, Comedy, Drama, Romance",99.0,False,"The laws of physics no longer apply, if they ever did; characters leap, run at neck-breaking speed, bash each other through several walls with one blow.",1
396642,Hachi: A Dog's Tale,G,"Drama, Kids & Family",93.0,True,The man who once directed What's Eating Gilbert Grape? is now the Hallmark greeting card of movie-makers.,0
549180,Mamma Mia!,PG-13,"Comedy, Musical & Performing Arts, Romance",109.0,False,"Cute, clean, camp fun, full of sunshine and toe tappers.",1
485097,Just Mercy,PG-13,Drama,136.0,True,[I]t's never less than engrossing. Even with the schmaltz.,1
196381,Bohemian Rhapsody,PG-13,Drama,135.0,False,"I liked that they didn't try to sugar-coat...if you want to be listening to this soundtrack for the end of time, spend your coins on this and go see it in theaters.",1
1070252,Universal Soldier: The Return,R,"Action & Adventure, Science Fiction & Fantasy",82.0,False,What separates this one from all his rest? Not much.,0
159084,Bad Times at the El Royale,R,Mystery & Suspense,141.0,False,"Sure, the film is not completely original, but instead of feeling like a lazily constructed carbon-copy, it felt like a love letter to all the great directors that have come before it.",1
110941,The Adjustment Bureau,PG-13,"Science Fiction & Fantasy, Romance",105.0,False,"[An] atrociously trite conclusion threatens to ruin the entire film, but perhaps if we can just get a hold of the right Moleskine, we can make some adjustments, and it'll be like that ending never happened...",1
988651,The Loft,R,"Drama, Mystery & Suspense",103.0,False,"The amount of double-crosses, betrayals, red herrings, possible suspects, possible motives, twists, and turns becomes quite ludicrous. (Full Content Review -- Sex, Profanity, Violence, etc. -- for Parents also available)",0
113273,After Earth,PG-13,"Action & Adventure, Science Fiction & Fantasy",99.0,False,"This movie... is about nobody's pleasure or deep vision. It is, instead, about positioning two actors in the power structure of the film industry.",0
532562,Looney Tunes: Back in Action,PG,"Animation, Comedy, Kids & Family",91.0,False,"Steve Martin saves this from being truly mediocre, he's great!",1
583762,Moneyball,PG-13,Drama,133.0,False,"A highly detailed, fascinating slice of baseball history, 'Moneyball' will appeal to both sports aficionados and those (like yours truly) who are not. This is the true story of how a manager met the challenge of a small budget and beat the odds.",1
60795,Pariah,R,"Art House & International, Drama",105.0,False,"Pariah is [...] a brave, in-your-face attempt to handle a very tough, highly unattractive subject. The result is a commendable, if unpleasant, near miss.",0
173822,Bellflower,R,"Action & Adventure, Drama, Romance",105.0,False,Bellflower is an all around great movie that benefits from excellent filmmaking and gorgeous cinematography.,1
299607,Don't Come Back from the Moon,NR,Drama,98.0,True,There's a lot of poetry and soul to it.,1
953470,The Final Year,NR,Documentary,89.0,False,"""The Final Year"" lacks the focus and urgency of other, better political documentaries like the superb ""Weiner"" or ""The War Room."" Even more disappointing, it's devoid of objectivity.",1
238562,Child's Play,R,Horror,90.0,False,"All in all, Child's Play is a fun horror-comedy that gives you exactly what you want, which is a psycho doll saying things he shouldn't say and killing people.",1
204251,The Break-Up,PG-13,"Comedy, Drama, Romance",107.0,True,"The Break-Up goes badly wrong. Although possessed of a laudable desire not to be yet another run-of-the-mill, wacky-impediment -- damned if the picture can figure out how to be an anti-romance comedy.",0
46552,Bedazzled,PG-13,"Comedy, Science Fiction & Fantasy",93.0,False,Just another weak vehicle for Fraser.,0
772716,Second Act,PG-13,"Comedy, Romance",104.0,False,Perhaps the brightest and best bit is the chemistry between Lopez and Remini.,1
690627,A Rage in Harlem,R,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",108.0,False,"It bleeds for a kind of Harlem justice, as its intense black characters act tough, nasty, sexy, twisty, heroic and lively.",1
585235,Monsters,R,"Art House & International, Drama, Horror, Science Fiction & Fantasy, Romance",97.0,True,The result impresses thanks to the lead actors' performances and Edwards' skilled efforts. But it should come with a warning: ''Here be (not many) monsters.'',1
1099800,Wheelman,NR,"Action & Adventure, Mystery & Suspense",82.0,False,"The vision for the film is clear, and as Wheelman's priorities and plans crystalize, the movie shifts gears into a full-throated action/chase film that's truly cinematic, edge of your seat stuff.",1
584472,Monster,R,Drama,109.0,True,"An okay movie made nearly great by one great thing: the bravura, mercilessly watchable performance of Charlize Theron.",1
520100,"Life, Animated",PG,Documentary,91.0,True,"Mr. Williams's decision to prioritize his subject's point of view feels frustratingly restrictive. Belaboring the cartoon connection, the director leaves the family struggles that enrich Mr. Suskind's 2014 book of the same title stubbornly veiled.",0
277754,Dylan Dog: Dead of Night,PG-13,"Horror, Mystery & Suspense",107.0,False,"""Life is wasted on the mortals,"" says an elder vampire. Even more so, I'm afraid, on this movie.",0
870311,Star Wars: Episode III - Revenge of the Sith,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",140.0,False,"The Force will be with us always -- and, after seeing Revenge of the Sith, you'll once again remember why.",1
919211,That Sugar Film,NR,Documentary,94.0,False,Damon Gameau copies the Super Size Me model for an investigatory experiment [with] more style and pizzazz and inconsistency.,0
818858,Skinwalkers,PG-13,"Action & Adventure, Horror, Mystery & Suspense",93.0,True,Skinwalkers may be an attempt to reinvent a myth. But this bloodless dog isn't exactly a life-saving transfusion for a genre that hasn't shown signs of life in years.,0
1091636,Wayne's World,PG-13,Comedy,95.0,False,Wears out its welcome after awhile and is never quite as funny as it thinks it is.,0
703577,Red,PG-13,"Action & Adventure, Comedy, Mystery & Suspense",110.0,True,Classiest. Comic. Book. Movie. Ever.,1
133301,Analyze This,R,Comedy,103.0,False,Comically dexterous!,1
272916,The Dark Crystal,PG,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",95.0,False,It's a story as old as time redone in books and films over and over again. But this one's got the one-of-a-kind Henson vision and style.,1
743326,Rough Night,R,Comedy,96.0,False,Go for the broad humor of Rough Night; stay because that's what friends do.,1
196290,Bohemian Rhapsody,PG-13,Drama,135.0,False,"Even as a celebration of Queen's music, Rhapsody is superficial and unconvincing, functioning only as a collection of mediocre music videos.",0
668705,Pretty in Pink,PG-13,"Comedy, Drama",96.0,False,I wouldn't want to be there when Duckie finally detonates.,0
894456,Sugar & Spice,PG-13,"Comedy, Drama",81.0,True,It means to be knowing and cynical but is just callow.,0
392481,Greenfingers,R,"Comedy, Drama",91.0,False,Greenfingers is an ingratiating feel-good movie that is distant even when taking its audience for granted.,0
843672,Soul Surfer,PG,"Action & Adventure, Drama, Sports & Fitness",106.0,False,This movie relies on cheese when it could have striven for heart.,0
231911,Certain Women,R,Drama,107.0,True,The three sections of Kelly Reichardt's new film-set in Montana and adapted from stories by Maile Meloy-are consistent in their restrained tone but divergent in their impact.,1
699558,Ready Player One,PG-13,"Action & Adventure, Science Fiction & Fantasy",140.0,False,"While I'm not sure READY PLAYER ONE stands on its own as a distinct work, it can't be denied that it is what it is and is the best possible version of Cline's novel that could have been realistically done.",1
201511,Boy and the World (O Menino e o Mundo),PG,"Animation, Art House & International",80.0,False,Boy and the World is the animated Playtime that you never knew you wanted.,1
681556,Punching Henry,NR,Comedy,95.0,False,"Sympathy is a dollar that can only be stretched so far, and it gives out halfway through the movie.",0
126694,American Beauty,R,"Comedy, Drama",122.0,True,This is definitely a knife-to-the-heart movie -- the kind whose potent effect is easy to feel yet hard to describe.,1
688852,Race,PG-13,Drama,134.0,False,"If anything, ""Race"" is a bit too long for a film of its nature and it could have included more of Owens' personal life, but the anchoring coach/athlete relationship and the performances by James, Sudeikis, and the great supporting cast ground the film.",1
