year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,1,27,955,5,1310,-1,UA,N829UA,499,EWR,SEA,354,2402,9,55
2013,1,27,956,-4,1234,-17,UA,N39728,1177,EWR,EGE,261,1726,9,56
2013,1,27,957,-3,1224,-15,DL,N623DL,1847,LGA,ATL,113,762,9,57
2013,1,27,959,-1,1300,-21,DL,N979DL,2044,LGA,MIA,145,1096,9,59
2013,1,27,959,0,1338,5,US,N652AW,338,JFK,PHX,309,2153,9,59
2013,1,27,1008,3,1258,-5,DL,N3731T,1529,JFK,LAS,327,2248,10,8
2013,1,27,1009,-6,1332,-8,US,N677AW,75,EWR,PHX,304,2133,10,9
2013,1,27,1009,-6,1302,-25,UA,N537UA,680,LGA,IAH,205,1416,10,9
2013,1,27,1011,-4,1201,-9,US,N452UW,887,EWR,CLT,78,529,10,11
2013,1,27,1013,8,1307,-8,UA,N422UA,454,EWR,FLL,158,1065,10,13
2013,1,27,1017,-4,1310,-32,DL,N970DL,1903,LGA,SRQ,147,1047,10,17
2013,1,27,1018,-2,1305,-25,AA,N3JGAA,731,LGA,DFW,206,1389,10,18
2013,1,27,1024,134,1314,118,DL,N948DL,1959,JFK,MCO,133,944,10,24
2013,1,27,1026,-4,1342,-13,AA,N386AA,179,JFK,SFO,355,2586,10,26
2013,1,27,1028,-2,1241,-11,DL,N347NB,2343,EWR,ATL,112,746,10,28
2013,1,27,1031,-5,1311,-22,UA,N524UA,927,EWR,PBI,142,1023,10,31
2013,1,27,1036,-4,1321,-29,DL,N323NB,1174,LGA,PBI,143,1035,10,36
2013,1,27,1037,-8,1221,-31,DL,N325US,1573,LGA,MEM,143,963,10,37
2013,1,27,1041,-6,1420,36,UA,N674UA,575,EWR,IAH,204,1400,10,41
2013,1,27,1050,3,1339,9,UA,N571UA,448,EWR,LAS,333,2227,10,50
2013,1,27,1055,-5,1154,-21,US,N947UW,2171,LGA,DCA,44,214,10,55
2013,1,27,1056,-4,1427,7,DL,N374DA,1275,JFK,SLC,309,1990,10,56
2013,1,27,1058,-2,1423,-2,UA,N525UA,642,JFK,SFO,365,2586,10,58
2013,1,27,1059,99,1342,57,AA,N513AA,721,LGA,DFW,204,1389,10,59
2013,1,27,1100,0,1329,-9,DL,N612DL,1647,LGA,ATL,112,762,11,0
2013,1,27,1101,1,1504,25,UA,N76505,1120,EWR,SFO,373,2565,11,1
2013,1,27,1101,1,1158,-11,UA,N37252,1233,EWR,BOS,39,200,11,1
2013,1,27,1102,32,1400,20,AA,N332AA,19,JFK,LAX,336,2475,11,2
2013,1,27,1109,-5,1302,-13,DL,N361NB,1031,LGA,DTW,89,502,11,9
2013,1,27,1114,-1,1407,-18,AA,N3BAAA,2099,LGA,MIA,146,1096,11,14
2013,1,27,1120,-5,1534,-46,DL,N3747D,315,JFK,SJU,178,1598,11,20
2013,1,27,1122,-8,1435,-2,UA,N502UA,703,JFK,LAX,352,2475,11,22
2013,1,27,1124,-6,1406,-16,UA,N26123,1000,EWR,MCO,134,937,11,24
2013,1,27,1125,-5,1306,-28,US,N109UW,975,LGA,CLT,79,544,11,25
2013,1,27,1126,-4,1359,-31,DL,N993DL,695,JFK,MCO,132,944,11,26
2013,1,27,1126,0,1408,23,UA,N480UA,980,EWR,DEN,247,1605,11,26
2013,1,27,1133,1,1430,-9,UA,N26210,1707,EWR,TPA,140,997,11,33
2013,1,27,1134,-6,1428,-22,DL,N370NB,930,LGA,FLL,152,1076,11,34
2013,1,27,1138,-7,1433,-21,DL,N919DL,1875,LGA,TPA,144,1010,11,38
2013,1,27,1140,6,1419,34,DL,N321NB,2219,LGA,MSP,192,1020,11,40
2013,1,27,1151,-9,1252,-13,US,N954UW,2126,LGA,BOS,39,184,11,51
2013,1,27,1152,-8,1251,-18,US,N708UW,2173,LGA,DCA,40,214,11,52
2013,1,27,1154,14,1452,7,AA,N3HLAA,1623,EWR,MIA,146,1085,11,54
2013,1,27,1155,-5,1423,-17,DL,N922DL,1947,LGA,ATL,113,762,11,55
2013,1,27,1156,-4,1512,2,AA,N328AA,3,JFK,LAX,352,2475,11,56
2013,1,27,1156,-9,1458,-22,AA,N582AA,743,LGA,DFW,204,1389,11,56
2013,1,27,1156,-4,1532,3,UA,N76514,1575,EWR,SFO,370,2565,11,56
2013,1,27,1158,-2,1551,22,DL,N705TW,863,JFK,LAX,353,2475,11,58
2013,1,27,1159,-1,1343,-17,US,N764US,1443,JFK,CLT,84,541,11,59
2013,1,27,1210,7,1458,-8,UA,N33294,1549,EWR,IAH,204,1400,12,10
2013,1,27,1214,-2,1541,-14,UA,N39463,1227,EWR,PHX,307,2133,12,14
2013,1,27,1228,-2,1519,-8,UA,N566UA,782,EWR,MIA,151,1085,12,28
2013,1,27,1235,5,1515,-28,UA,N14231,1734,LGA,IAH,204,1416,12,35
2013,1,27,1237,-3,1441,-4,DL,N302NB,1131,LGA,DTW,92,502,12,37
2013,1,27,1239,-6,1530,-20,AA,N3BHAA,745,LGA,DFW,210,1389,12,39
2013,1,27,1240,-5,1344,-6,AA,N3AAAA,1850,JFK,BOS,43,187,12,40
2013,1,27,1243,-2,1526,-34,AA,N3HRAA,2253,LGA,MIA,146,1096,12,43
2013,1,27,1246,-4,1518,-32,DL,N332NW,1685,LGA,MCO,124,950,12,46
2013,1,27,1247,-3,1528,-37,UA,N14704,1612,EWR,DFW,200,1372,12,47
2013,1,27,1256,-3,1441,-15,US,N193UW,1459,LGA,CLT,81,544,12,56
2013,1,27,1304,24,1547,-8,AA,N5CDAA,2041,JFK,MIA,138,1089,13,4
2013,1,27,1306,26,1601,21,AA,N493AA,1853,EWR,DFW,208,1372,13,6
2013,1,27,1309,4,1557,0,UA,N14237,1641,EWR,MCO,133,937,13,9
2013,1,27,1311,-4,1451,-13,US,N192UW,1895,EWR,CLT,77,529,13,11
2013,1,27,1311,-4,1639,16,UA,N17105,1054,EWR,LAX,353,2454,13,11
2013,1,27,1323,-7,1613,-27,AA,N3EMAA,753,LGA,DFW,204,1389,13,23
2013,1,27,1327,-3,1532,-33,DL,N3758Y,2043,JFK,ATL,107,760,13,27
2013,1,27,1333,34,1459,23,UA,N12125,1137,EWR,ORD,123,719,13,33
2013,1,27,1343,-2,1701,-4,AA,N338AA,117,JFK,LAX,349,2475,13,43
2013,1,27,1345,0,1642,-23,AA,N3BPAA,1073,LGA,MIA,148,1096,13,45
2013,1,27,1345,-5,1634,-23,UA,N530UA,620,EWR,FLL,151,1065,13,45
2013,1,27,1346,46,1505,58,US,N745VJ,2175,LGA,DCA,42,214,13,46
2013,1,27,1348,-7,1632,-36,DL,N323US,2079,LGA,FLL,145,1076,13,48
2013,1,27,1350,-10,1521,12,US,N701UW,2177,LGA,DCA,43,214,13,50
2013,1,27,1353,-7,1501,-2,US,N946UW,2130,LGA,BOS,37,184,13,53
2013,1,27,1357,-3,1611,-25,DL,N642DL,2247,LGA,ATL,109,762,13,57
2013,1,27,1358,-1,1637,-22,UA,N14214,1122,EWR,PBI,135,1023,13,58
2013,1,27,1410,-5,1625,-13,DL,N359NB,935,EWR,ATL,112,746,14,10
2013,1,27,1410,190,1702,169,UA,N802UA,952,EWR,RSW,154,1068,14,10
2013,1,27,1413,23,1624,-4,DL,N339NB,1705,LGA,MSY,166,1183,14,13
2013,1,27,1414,-6,1656,-17,UA,N14106,1166,EWR,TPA,144,997,14,14
2013,1,27,1420,-10,1742,-13,UA,N560UA,560,JFK,SFO,360,2586,14,20
2013,1,27,1423,27,1709,15,UA,N47414,1604,EWR,IAH,206,1400,14,23
2013,1,27,1427,-2,1721,39,DL,N942DL,1819,LGA,MSP,202,1020,14,27
2013,1,27,1429,-6,1635,-26,DL,N364NB,1344,LGA,MCI,166,1107,14,29
2013,1,27,1431,1,1806,-9,DL,N706TW,2126,JFK,SFO,367,2586,14,31
2013,1,27,1436,-8,1737,-18,UA,N467UA,275,LGA,IAH,213,1416,14,36
2013,1,27,1439,-4,1741,-20,UA,N455UA,595,EWR,AUS,216,1504,14,39
2013,1,27,1441,9,1627,18,UA,N16713,1297,EWR,ORD,146,719,14,41
2013,1,27,1442,-3,1627,-20,US,N183UW,1753,LGA,CLT,80,544,14,42
2013,1,27,1442,2,1745,-7,UA,N76528,1183,EWR,RSW,156,1068,14,42
2013,1,27,1444,-6,1723,-32,AA,N5ETAA,1813,JFK,MCO,132,944,14,44
2013,1,27,1446,12,1739,2,UA,N509UA,404,EWR,MIA,152,1085,14,46
2013,1,27,1446,1,1710,-1,UA,N77510,1107,EWR,DEN,244,1605,14,46
2013,1,27,1447,-5,1652,-3,DL,N946DL,1231,LGA,DTW,90,502,14,47
2013,1,27,1449,-6,1821,-4,AA,N5EXAA,1769,JFK,MIA,147,1089,14,49
2013,1,27,1451,11,1548,-1,UA,N25705,1687,EWR,BOS,40,200,14,51
2013,1,27,1453,18,1819,37,DL,N340NB,1902,LGA,PBI,140,1035,14,53
2013,1,27,1457,-3,1802,-23,AA,N3BGAA,1925,LGA,MIA,147,1096,14,57
2013,1,27,1457,-2,1746,-21,UA,N45440,1601,EWR,FLL,146,1065,14,57
2013,1,27,1459,-1,1843,6,DL,N713TW,963,JFK,LAX,360,2475,14,59
2013,1,27,1501,-3,1712,32,UA,N432UA,279,EWR,ORD,145,719,15,1
2013,1,27,1501,1,1610,-10,US,N947UW,2179,LGA,DCA,42,214,15,1
2013,1,27,1504,-1,1820,0,AA,N3AHAA,759,LGA,DFW,208,1389,15,4
2013,1,27,1506,6,1742,0,DL,N541US,2347,LGA,ATL,114,762,15,6
2013,1,27,1508,-3,1741,1,UA,N503UA,745,LGA,DEN,239,1620,15,8
2013,1,27,1508,-2,1739,-22,UA,N587UA,750,EWR,MCO,133,937,15,8
2013,1,27,1511,81,1823,68,US,N659AW,186,EWR,PHX,294,2133,15,11
2013,1,27,1511,11,1702,9,US,N744P,720,EWR,CLT,79,529,15,11
2013,1,27,1511,-4,1808,1,UA,N67052,1205,EWR,IAH,209,1400,15,11
2013,1,27,1512,-8,1826,-16,DL,N376NW,2115,LGA,MIA,155,1096,15,12
2013,1,27,1522,-8,1727,2,AA,N512AA,2223,LGA,STL,142,888,15,22
2013,1,27,1523,102,2128,107,UA,N69063,15,EWR,HNL,636,4963,15,23
2013,1,27,1525,-5,1855,-15,AA,N390AA,85,JFK,SFO,368,2586,15,25
2013,1,27,1526,-9,1841,-9,AA,N3JJAA,763,LGA,DFW,211,1389,15,26
2013,1,27,1526,-4,1853,-1,UA,N34131,161,JFK,LAX,359,2475,15,26
2013,1,27,1527,-3,1846,-9,AA,N3GAAA,1039,JFK,FLL,148,1069,15,27
2013,1,27,1533,-7,1827,-42,DL,N370NW,2027,JFK,FLL,152,1069,15,33
2013,1,27,1536,21,1904,20,UA,N34455,1111,EWR,SFO,368,2565,15,36
2013,1,27,1538,-3,1720,-16,UA,N35204,1710,LGA,CLE,66,419,15,38
2013,1,27,1541,-4,1852,-18,AA,N336AA,133,JFK,LAX,347,2475,15,41
2013,1,27,1544,-1,1906,16,DL,N368NW,2377,LGA,MCO,137,950,15,44
2013,1,27,1547,-3,1930,5,DL,N694DL,1773,JFK,SLC,307,1990,15,47
2013,1,27,1548,0,1802,-28,DL,N3744F,95,JFK,ATL,107,760,15,48
2013,1,27,1550,20,1743,9,US,N755US,1665,LGA,CLT,81,544,15,50
2013,1,27,1551,-4,1840,-27,DL,N309US,1695,LGA,TPA,139,1010,15,51
2013,1,27,1553,-1,1809,41,UA,N459UA,562,EWR,ORD,138,719,15,53
2013,1,27,1555,-10,1901,-43,DL,N955DL,1508,JFK,RSW,161,1074,15,55
2013,1,27,1555,5,1837,-18,UA,N87527,1624,EWR,FLL,146,1065,15,55
2013,1,27,1556,-4,1823,-49,DL,N3765,4,JFK,MCO,126,944,15,56
2013,1,27,1556,-4,1717,5,US,N954UW,2134,LGA,BOS,39,184,15,56
2013,1,27,1556,1,1839,-8,UA,N75433,1197,EWR,LAS,323,2227,15,56
2013,1,27,1557,-3,1844,-31,AA,N3FYAA,565,JFK,DFW,203,1391,15,57
2013,1,27,1558,-2,1830,-10,DL,N666DN,847,LGA,ATL,111,762,15,58
2013,1,27,1600,0,1852,-41,DL,N923DL,161,JFK,MIA,142,1089,16,0
2013,1,27,1600,0,1713,-4,US,N708UW,2181,LGA,DCA,42,214,16,0
2013,1,27,1600,54,1905,46,UA,N17128,1600,EWR,LAX,342,2454,16,0
2013,1,27,1601,1,1824,-26,DL,N3757D,1331,JFK,DEN,239,1626,16,1
2013,1,27,1601,6,1802,-15,DL,N338NB,1771,JFK,DTW,93,509,16,1
2013,1,27,1602,2,1923,11,UA,N76526,1200,EWR,SAN,362,2425,16,2
2013,1,27,1605,15,2031,-19,AA,N5DPAA,1635,JFK,SJU,189,1598,16,5
2013,1,27,1619,-1,1952,-11,US,N508AY,35,JFK,PHX,305,2153,16,19
2013,1,27,1624,114,1921,106,AA,N478AA,883,EWR,DFW,209,1372,16,24
2013,1,27,1625,-5,1849,9,DL,N995DL,2231,LGA,DTW,97,502,16,25
2013,1,27,1625,-5,1934,-32,UA,N73278,1078,EWR,SAT,229,1569,16,25
2013,1,27,1630,3,1910,-9,UA,N72405,1262,EWR,MCO,136,937,16,30
2013,1,27,1631,46,1841,26,DL,N343NB,1942,EWR,ATL,108,746,16,31
2013,1,27,1632,17,1857,26,DL,N312US,1619,LGA,MSP,161,1020,16,32
2013,1,27,1632,-3,2004,3,US,N653AW,656,EWR,PHX,304,2133,16,32
2013,1,27,1632,-1,1806,-8,UA,N38268,1719,EWR,CLE,65,404,16,32
2013,1,27,1635,25,1925,8,DL,N385DN,91,JFK,LAS,333,2248,16,35
2013,1,27,1635,25,1837,37,AA,N492AA,341,LGA,ORD,138,733,16,35
2013,1,27,1636,-4,1948,-7,AA,N537AA,773,LGA,DFW,208,1389,16,36
2013,1,27,1638,8,1926,4,UA,N672UA,339,EWR,IAH,193,1400,16,38
2013,1,27,1639,-6,1847,-13,DL,N353NB,1473,LGA,MEM,147,963,16,39
2013,1,27,1639,-11,1737,-43,AA,N3DMAA,1790,JFK,BOS,42,187,16,39
2013,1,27,1645,0,1945,-20,AA,N339AA,181,JFK,LAX,344,2475,16,45
2013,1,27,1650,-5,1948,-41,DL,N361NB,706,JFK,AUS,219,1521,16,50
2013,1,27,1650,0,1940,-5,UA,N77518,1615,EWR,LAS,321,2227,16,50
2013,1,27,1651,1,1754,-19,UA,N844UA,531,EWR,BOS,43,200,16,51
2013,1,27,1656,-4,1920,-15,DL,N307DQ,2042,EWR,ATL,110,746,16,56
2013,1,27,1657,-3,2125,-39,DL,N3748Y,329,JFK,SJU,181,1598,16,57
2013,1,27,1657,-5,2013,-5,UA,N424UA,250,EWR,LAX,354,2454,16,57
2013,1,27,1658,-2,2035,-14,DL,N717TW,31,JFK,SFO,368,2586,16,58
2013,1,27,1659,-1,1932,-11,DL,N640DL,1499,LGA,ATL,115,762,16,59
2013,1,27,1659,-1,2021,-15,DL,N711ZX,127,JFK,LAX,359,2475,16,59
2013,1,27,1701,-4,1958,-12,AA,N490AA,1905,EWR,DFW,209,1372,17,1
2013,1,27,1704,4,1940,-10,AA,N5DFAA,575,JFK,EGE,259,1747,17,4
2013,1,27,1705,65,2010,45,AA,N3CYAA,1467,LGA,MIA,147,1096,17,5
2013,1,27,1708,8,2005,10,AA,N3JKAA,257,JFK,LAS,332,2248,17,8
2013,1,27,1708,-2,2011,-4,AA,N3FMAA,695,JFK,AUS,218,1521,17,8
2013,1,27,1711,86,1823,82,UA,N809UA,627,EWR,BOS,50,200,17,11
2013,1,27,1719,-1,2030,-10,AA,N5CLAA,1999,EWR,MIA,145,1085,17,19
2013,1,27,1721,-3,1955,2,UA,N594UA,509,LGA,DEN,237,1620,17,21
2013,1,27,1721,-4,2044,-6,UA,N557UA,512,JFK,SFO,361,2586,17,21
2013,1,27,1722,22,2007,-4,UA,N402UA,602,LGA,IAH,200,1416,17,22
2013,1,27,1724,24,1846,29,US,N745VJ,2183,LGA,DCA,45,214,17,24
2013,1,27,1724,-1,2013,-19,UA,N39416,1100,EWR,SEA,329,2402,17,24
2013,1,27,1724,-1,2010,-13,UA,N41135,1178,EWR,IAH,196,1400,17,24
2013,1,27,1725,-4,2157,71,DL,N3740C,1185,EWR,SLC,301,1969,17,25
2013,1,27,1725,15,1919,7,US,N184US,894,LGA,CLT,81,544,17,25
2013,1,27,1727,-2,2022,-27,AA,N346AA,543,JFK,MIA,144,1089,17,27
2013,1,27,1727,-3,1910,-13,US,N673AW,449,EWR,CLT,78,529,17,27
2013,1,27,1732,7,2033,-7,AA,N3JFAA,145,JFK,SAN,344,2446,17,32
2013,1,27,1733,18,2046,6,DL,N3745B,503,JFK,SAN,354,2446,17,33
2013,1,27,1740,-5,2100,-20,AA,N335AA,177,JFK,SFO,354,2586,17,40
2013,1,27,1740,-5,2024,-31,AA,N3ELAA,785,LGA,DFW,199,1389,17,40
2013,1,27,1743,-2,2117,0,DL,N3752,1394,JFK,PDX,347,2454,17,43
2013,1,27,1744,38,2122,44,UA,N14107,1284,EWR,SFO,370,2565,17,44
2013,1,27,1749,-2,2111,8,UA,N517UA,535,JFK,LAX,353,2475,17,49
2013,1,27,1751,-9,1850,-23,US,N946UW,2138,LGA,BOS,41,184,17,51
2013,1,27,1754,-6,1903,-10,US,N767UW,2185,LGA,DCA,44,214,17,54
2013,1,27,1755,10,1948,-5,DL,N974DL,2331,LGA,DTW,89,502,17,55
2013,1,27,1756,-4,2017,-26,DL,N612DL,1047,LGA,ATL,113,762,17,56
2013,1,27,1758,38,1948,38,AA,N567AA,345,LGA,ORD,127,733,17,58
2013,1,27,1801,-3,2049,-21,UA,N849UA,709,EWR,DFW,206,1372,18,1
2013,1,27,1802,42,2052,19,DL,N310NW,1779,LGA,FLL,150,1076,18,2
2013,1,27,1803,-12,2057,-33,AS,N403AS,7,EWR,SEA,331,2402,18,3
2013,1,27,1805,5,1950,-16,US,N542UW,373,JFK,CLT,79,541,18,5
2013,1,27,1806,36,2049,26,UA,N24212,1637,EWR,TPA,135,997,18,6
2013,1,27,1807,-4,1944,-8,UA,N16709,1053,EWR,CLE,73,404,18,7
2013,1,27,1808,-2,2158,8,UA,N415UA,594,EWR,PHX,314,2133,18,8
2013,1,27,1809,-1,2100,-30,AA,N3GDAA,1611,LGA,MIA,145,1096,18,9
2013,1,27,1810,-5,2040,14,DL,N349NW,2019,LGA,MSP,169,1020,18,10
2013,1,27,1814,-1,2037,-13,DL,N303DQ,926,EWR,ATL,111,746,18,14
2013,1,27,1817,-3,2150,0,AA,N3HAAA,119,EWR,LAX,356,2454,18,17
2013,1,27,1817,57,1956,41,AA,N3AXAA,1351,JFK,ORD,131,740,18,17
2013,1,27,1818,8,2108,-8,UA,N23707,1269,EWR,PBI,135,1023,18,18
2013,1,27,1822,3,2206,28,UA,N842UA,593,EWR,SNA,371,2434,18,22
2013,1,27,1825,-5,2151,-11,UA,N510UA,272,JFK,SFO,360,2586,18,25
2013,1,27,1826,3,2143,3,UA,N87512,1462,EWR,PDX,341,2434,18,26
2013,1,27,1827,-3,2136,-29,AA,N3AAAA,269,JFK,SEA,343,2422,18,27
2013,1,27,1827,-2,2014,-18,US,N114UW,1973,EWR,CLT,79,529,18,27
2013,1,27,1828,38,2200,53,UA,N35271,1228,EWR,SAN,352,2425,18,28
2013,1,27,1829,14,1948,9,UA,N76516,1703,EWR,BOS,43,200,18,29
2013,1,27,1830,-1,2205,21,UA,N524UA,342,EWR,LAX,347,2454,18,30
2013,1,27,1831,-9,2052,3,DL,N337NW,2131,LGA,DTW,104,502,18,31
2013,1,27,1838,11,2114,26,UA,N33266,1139,EWR,DEN,236,1605,18,38
2013,1,27,1842,-13,2114,-28,DL,N1612T,951,JFK,ATL,116,760,18,42
2013,1,27,1842,-8,2029,-21,AA,N542AA,2019,LGA,STL,151,888,18,42
2013,1,27,1845,-5,2110,-62,DL,N398DA,2159,JFK,MCO,127,944,18,45
2013,1,27,1848,-9,2126,-35,UA,N482UA,891,LGA,IAH,203,1416,18,48
2013,1,27,1850,-5,2340,-15,AA,N621AA,1613,JFK,SJU,188,1598,18,50
2013,1,27,1852,-8,2125,-21,DL,N688DL,947,LGA,ATL,115,762,18,52
2013,1,27,1853,18,2214,2,DL,N3751B,1643,JFK,SEA,347,2422,18,53
2013,1,27,1853,3,2042,-13,US,N193UW,1491,LGA,CLT,81,544,18,53
2013,1,27,1854,-6,2017,-34,DL,N334NB,1255,LGA,PIT,60,335,18,54
2013,1,27,1854,-6,2210,-51,DL,N727TW,1465,JFK,SFO,358,2586,18,54
2013,1,27,1855,0,2146,-24,DL,N320US,2391,JFK,TPA,138,1005,18,55
2013,1,27,1856,-4,1954,-22,US,N947UW,2187,LGA,DCA,43,214,18,56
2013,1,27,1857,-3,2249,11,DL,N712TW,87,JFK,LAX,352,2475,18,57
2013,1,27,1902,92,2149,87,UA,N33132,1109,EWR,MCO,135,937,19,2
2013,1,27,1903,-2,2200,-25,AA,N329AA,21,JFK,LAX,335,2475,19,3
2013,1,27,1905,-5,2201,-14,AA,N599AA,2075,EWR,DFW,209,1372,19,5
2013,1,27,1909,-3,2201,-21,UA,N454UA,492,EWR,FLL,143,1065,19,9
2013,1,27,1910,0,2152,-12,UA,N438UA,347,EWR,LAS,304,2227,19,10
2013,1,27,1912,-3,2202,-28,DL,N3754A,1729,JFK,LAS,322,2248,19,12
2013,1,27,1914,-6,2250,-25,DL,N3750D,1345,JFK,PHX,309,2153,19,14
2013,1,27,1917,-3,2228,-18,DL,N390DA,83,JFK,FLL,140,1069,19,17
2013,1,27,1920,0,2343,45,DL,N3771K,6,JFK,SLC,300,1990,19,20
2013,1,27,1921,36,2214,-7,DL,N369NW,2190,JFK,MIA,149,1089,19,21
2013,1,27,1923,-2,2221,-14,DL,N370NB,2370,LGA,PBI,136,1035,19,23
2013,1,27,1923,-7,2158,-45,DL,N908DE,1435,LGA,TPA,135,1010,19,23
2013,1,27,1923,-2,2217,-12,DL,N919DL,1485,LGA,MCO,136,950,19,23
2013,1,27,1926,-4,2136,-37,DL,N323NB,1715,LGA,MSY,168,1183,19,26
2013,1,27,1929,-1,2223,-24,DL,N344NB,1854,LGA,FLL,147,1076,19,29
2013,1,27,1931,71,2107,62,AA,N3JGAA,353,LGA,ORD,123,733,19,31
2013,1,27,1932,0,2214,-16,UA,N38727,1416,EWR,IAH,200,1400,19,32
2013,1,27,1934,9,2225,-22,DL,N979DL,2139,LGA,MIA,143,1096,19,34
2013,1,27,1937,-3,2222,-18,AA,N3AYAA,1787,JFK,TPA,142,1005,19,37
2013,1,27,1949,29,2310,19,UA,N36447,1482,EWR,SFO,360,2565,19,49
2013,1,27,1951,-4,2235,-35,AA,N3BAAA,1709,LGA,MIA,144,1096,19,51
2013,1,27,1952,-8,2059,-15,US,N954UW,2142,LGA,BOS,39,184,19,52
2013,1,27,1956,-4,2218,-25,DL,N6711M,1147,LGA,ATL,111,762,19,56
2013,1,27,1957,-3,2102,-41,DL,N321US,402,JFK,BOS,40,187,19,57
2013,1,27,1957,-3,2251,-27,UA,N409UA,890,EWR,MIA,155,1085,19,57
2013,1,27,1959,-6,2233,-25,UA,N410UA,405,EWR,MCO,131,937,19,59
2013,1,27,2000,0,2103,-14,US,N708UW,2189,LGA,DCA,43,214,20,0
2013,1,27,2005,3,2137,-3,UA,N13716,1018,EWR,CLE,66,404,20,5
2013,1,27,2020,-5,2316,-13,UA,N512UA,771,JFK,LAX,326,2475,20,20
2013,1,27,2022,62,2150,50,AA,N3ENAA,359,LGA,ORD,124,733,20,22
2013,1,27,2025,135,2203,132,UA,N77258,1437,EWR,ORD,128,719,20,25
2013,1,27,2030,89,2217,95,UA,N38424,120,EWR,ORD,130,719,20,30
2013,1,27,2032,197,2304,165,DL,N904DE,1585,LGA,MCO,127,950,20,32
2013,1,27,2033,-6,108,-22,UA,N36247,1071,EWR,BQN,188,1585,20,33
2013,1,27,2038,-7,2223,-2,AA,N517AA,371,LGA,ORD,129,733,20,38
2013,1,27,2041,26,2140,10,AA,N3FUAA,1762,JFK,BOS,40,187,20,41
2013,1,27,2043,8,2153,-1,UA,N39297,1243,EWR,BOS,42,200,20,43
2013,1,27,2056,-4,19,-12,DL,N709TW,2363,JFK,LAX,356,2475,20,56
2013,1,27,2101,1,2210,-1,US,N745VJ,2191,LGA,DCA,37,214,21,1
2013,1,27,2104,25,2341,3,UA,N14250,1225,EWR,PBI,138,1023,21,4
2013,1,27,2117,17,2211,5,US,N752US,2144,LGA,BOS,38,184,21,17
2013,1,27,2117,72,2357,46,UA,N802UA,754,EWR,TPA,140,997,21,17
2013,1,27,2121,-4,2223,-10,UA,N567UA,963,EWR,BOS,40,200,21,21
2013,1,27,2131,-4,33,-17,AA,N327AA,185,JFK,LAX,346,2475,21,31
2013,1,27,2152,90,47,79,UA,N425UA,299,EWR,DFW,204,1372,21,52
2013,1,27,2206,7,2305,-11,DL,N353NW,2155,LGA,PWM,43,269,22,6
2013,1,27,NA,NA,NA,NA,DL,N908DE,2319,LGA,MSP,NA,1020,NA,NA
2013,1,27,NA,NA,NA,NA,AA,N482AA,337,LGA,ORD,NA,733,NA,NA
2013,1,27,NA,NA,NA,NA,AA,N3CUAA,327,LGA,ORD,NA,733,NA,NA
2013,1,27,NA,NA,NA,NA,AA,N517AA,329,LGA,ORD,NA,733,NA,NA
2013,1,27,NA,NA,NA,NA,UA,,326,EWR,ORD,NA,719,NA,NA
2013,1,27,NA,NA,NA,NA,UA,,402,EWR,CLE,NA,404,NA,NA
2013,1,27,NA,NA,NA,NA,UA,,673,EWR,ORD,NA,719,NA,NA
2013,1,27,NA,NA,NA,NA,UA,,791,LGA,ORD,NA,733,NA,NA
2013,1,27,NA,NA,NA,NA,UA,,1277,EWR,ORD,NA,719,NA,NA
2013,1,28,454,-6,635,-13,US,N167US,1117,EWR,CLT,82,529,4,54
2013,1,28,520,-5,803,-17,UA,N14242,1497,EWR,IAH,197,1400,5,20
2013,1,28,527,-3,809,-20,UA,N486UA,479,LGA,IAH,207,1416,5,27
2013,1,28,539,-1,836,-14,AA,N5EEAA,1141,JFK,MIA,154,1089,5,39
2013,1,28,552,-8,828,-9,DL,N612DL,461,LGA,ATL,121,762,5,52
2013,1,28,554,-7,911,-7,UA,N14118,1030,JFK,LAX,353,2475,5,54
2013,1,28,554,-6,651,-8,US,N748UW,2161,LGA,DCA,43,214,5,54
2013,1,28,555,-5,902,-8,AA,N3AHAA,707,LGA,DFW,211,1389,5,55
2013,1,28,556,-4,640,-18,US,N965UW,1833,JFK,PHL,25,94,5,56
2013,1,28,557,-3,757,-2,DL,N340NB,731,LGA,DTW,91,502,5,57
2013,1,28,558,-2,705,2,US,N733UW,2114,LGA,BOS,39,184,5,58
2013,1,28,601,1,745,0,AA,N3BCAA,301,LGA,ORD,127,733,6,1
2013,1,28,602,-8,822,5,DL,N337NW,1919,LGA,MSP,167,1020,6,2
2013,1,28,604,-4,739,-16,UA,N469UA,963,EWR,CLE,71,404,6,4
2013,1,28,605,-5,855,-15,AA,N5ELAA,1895,EWR,MIA,146,1085,6,5
2013,1,28,605,-10,805,-15,US,N769US,1791,JFK,CLT,88,541,6,5
2013,1,28,607,-3,915,0,AA,N3EMAA,1837,LGA,MIA,153,1096,6,7
2013,1,28,614,-1,837,-5,DL,N342NB,575,EWR,ATL,119,746,6,14
2013,1,28,615,7,717,-8,UA,N827UA,733,EWR,BOS,43,200,6,15
2013,1,28,624,-6,1127,-13,AA,N3GAAA,413,JFK,SJU,193,1598,6,24
2013,1,28,625,-5,817,-26,US,N195UW,1433,LGA,CLT,87,544,6,25
